State,County,Start_Lat,Start_Lng,count
ID,Cassia,42.597652,-113.23991399999998,101
ID,Clark,44.24203,-112.22883,35
ID,Clearwater,46.46022,-116.23031,6
ID,Custer,44.263804,-114.804827,8
ID,Elmore,43.13158,-115.6572,150
ID,Franklin,41.99941,-111.81279,7
ID,Fremont,44.670403,-111.287704,29
ID,Gem,43.872248,-116.622388,11
ID,Gooding,42.93795,-115.00034,34
ID,Idaho,46.373637,-115.262605,55
ID,Jefferson,43.626818,-111.943836,25
ID,Jerome,42.60241,-114.45315,159
ID,Kootenai,47.880223,-116.857343,336
ID,Latah,46.634784,-116.999362,32
ID,Lemhi,44.45642,-113.24125,6
ID,Lewis,46.27757,-116.598718,20
ID,Lincoln,43.158913,-114.338775,20
ID,Madison,43.744828000000005,-111.857726,9
ID,Minidoka,42.568639000000005,-113.823328,37
ID,Nez Perce,46.4778,-116.76832,28
ID,Oneida,42.321985,-112.218099,46
ID,Owyhee,42.4483,-115.88788999999998,16
ID,Payette,44.081752,-116.923081,80
ID,Power,42.62465,-113.09425,42
ID,Shoshone,47.531252,-116.081631,93
ID,Teton,43.543420000000005,-111.04551,10
ID,Twin Falls,42.59863,-114.45434,72
ID,Valley,44.853759,-116.09085,26
ID,Washington,44.219668,-116.942788,22
IL,Adams,39.93668,-91.381027,6
IL,Alexander,37.0357,-89.20295,2
IL,Bond,38.852844,-89.454773,33
IL,Boone,42.234043,-88.814316,123
IL,Brown,39.991669,-90.773582,1
IL,Bureau,41.399288,-89.469208,51
IL,Carroll,42.158085,-90.180595,15
IL,Cass,39.96093,-90.236433,7
IL,Champaign,40.116474,-88.21923100000001,98
IL,Christian,39.393085,-89.09008,6
IL,Clark,39.42775,-87.56031,26
IL,Clinton,38.537299,-89.288882,9
IL,Coles,39.481297,-88.32157099999999,20
IL,Cook,42.153564,-87.988268,30876
IL,Cumberland,39.330853000000005,-88.433266,21
IL,De Witt,40.25406,-88.62933000000001,7
IL,DeKalb,41.899548,-88.87175,111
IL,Dekalb,41.703545,-88.75233100000001,9
IL,Dewitt,40.25165,-88.64255,1
IL,Douglas,39.681828,-88.292213,6
IL,DuPage,41.80175,-88.16736999999999,13913
IL,Dupage,41.773296,-87.993965,5194
IL,Effingham,39.04398,-88.74772,81
IL,Fayette,38.83984,-88.78511800000001,25
IL,Ford,40.459251,-88.09078199999999,10
IL,Franklin,37.90109,-88.94659,65
IL,Fulton,40.534251,-89.947738,6
IL,Gallatin,37.907599,-88.16246600000001,1
IL,Greene,39.519579,-90.211021,7
IL,Grundy,41.260897,-88.24617099999999,139
IL,Hancock,40.414963,-91.132767,2
IL,Henderson,40.862392,-90.965492,4
IL,Henry,41.440022,-90.318153,46
IL,Iroquois,40.714703,-88.028076,77
IL,Jackson,37.92105,-89.23432,4
IL,Jasper,38.989902,-88.161201,4
IL,Jefferson,38.15826,-88.91376,83
IL,Jersey,39.118136,-90.5631,9
IL,Jo Daviess,42.421688,-90.430008,13
IL,Johnson,37.55802,-89.02986,29
IL,Kane,42.03027,-88.27771,3589
IL,Kankakee,41.11874,-87.835571,84
IL,Kendall,41.60773,-88.25779,87
IL,Kenosha,42.49491,-87.97157,1
IL,Knox,40.911381,-90.249062,19
IL,La Salle,41.475244,-88.81547900000001,7
IL,LaSalle,41.36752,-89.01501,142
IL,Lake,42.229309,-88.144798,16772
IL,Lawrence,38.739239000000005,-87.684341,1
IL,Lee,41.803421,-89.05403100000001,54
IL,Livingston,40.801697,-88.699326,29
IL,Logan,40.112701,-89.41671,40
IL,Macon,39.865639,-88.972939,41
IL,Macoupin,39.072197,-89.755554,21
IL,Madison,38.743318,-89.909437,415
IL,Marion,38.626015,-88.97183199999999,31
IL,Marshall,40.984196,-89.05658000000001,16
IL,Mason,40.29895,-90.062263,10
IL,Massac,37.161274,-88.682991,25
IL,McDonough,40.40659,-90.85537,4
IL,McHenry,42.418697,-88.61349,266
IL,McLean,40.455097,-88.96831999999999,99
IL,Mchenry,42.310345,-88.190765,106
IL,Menard,40.007542,-89.848244,4
IL,Mercer,41.328659,-90.69696,1
IL,Monroe,38.47908,-90.223755,25
IL,Montgomery,39.300954,-89.565248,30
IL,Morgan,39.73703,-90.04231999999999,13
IL,Ogle,41.904949,-89.019737,64
IL,Peoria,40.656658,-89.64340200000001,117
IL,Perry,38.080432,-89.399364,6
IL,Piatt,40.219429,-88.500237,8
IL,Pike,39.718712,-91.194946,12
IL,Pulaski,37.095662,-89.187979,9
IL,Putnam,41.104768,-89.331882,5
IL,Randolph,38.12183,-89.669724,8
IL,Richland,38.589722,-88.06121800000001,3
IL,Rock Island,41.484261,-90.588974,94
IL,Saint Clair,38.560677,-89.880165,15
IL,Saline,37.70672,-88.57105,6
IL,Sangamon,39.789089,-89.59877,167
IL,Scott,39.681061,-90.506363,4
IL,Shelby,39.399731,-88.80686999999999,2
IL,St. Clair,38.622131,-90.124054,515
IL,Stark,41.106049,-89.92585,1
IL,Stephenson,42.467831,-89.653336,8
IL,Tazewell,40.5676,-89.653572,1013
IL,Union,37.469636,-89.13138199999999,26
IL,Vermilion,40.127056,-87.68085500000001,47
IL,Walworth,42.49506,-88.59942,3
IL,Warren,40.84993,-90.74946,6
IL,Washington,38.391701,-89.315208,31
IL,Wayne,38.268095,-88.446145,10
IL,White,38.250183,-88.229988,19
IL,Whiteside,41.751526,-89.692192,21
IL,Will,41.511723,-88.113228,1911
IL,Williamson,37.62193,-88.98718000000001,60
IL,Winnebago,42.219784,-89.07222,327
IL,Woodford,40.722359,-89.0343,36
IN,Adams,40.7768,-84.8406,25
IN,Allen,40.954788,-85.162614,415
IN,Bartholomew,39.186081,-85.930458,396
IN,Benton,40.564205,-87.526276,1
IN,Boone,39.924939,-86.58699399999999,746
IN,Brown,39.098955,-86.21369200000001,9
IN,Carroll,40.546939,-86.39198,14
IN,Cass,40.808268,-86.346006,14
IN,Clark,38.339871,-85.753751,441
IN,Clay,39.451292,-87.195042,50
IN,Clinton,40.213242,-86.59512600000001,50
IN,Crawford,38.24226,-86.359802,18
IN,Daviess,38.87856,-86.91727,20
IN,De Kalb,41.438119,-85.15969399999999,4
IN,DeKalb,41.43606,-85.05341999999999,24
IN,Dearborn,39.095299,-84.851067,111
IN,Decatur,39.31786,-85.365498,37
IN,Delaware,40.276749,-85.55776999999999,131
IN,Dubois,38.205490000000005,-86.866364,27
IN,Elkhart,41.507489,-85.834804,156
IN,Fayette,39.630553000000006,-85.23814899999999,17
IN,Floyd,38.336899,-85.816788,372
IN,Fountain,40.12402,-87.25007,45
IN,Franklin,39.337193,-84.90853100000001,16
IN,Fulton,41.17235,-86.24197,10
IN,Gibson,38.16693,-87.560488,44
IN,Grant,40.480209,-85.719799,62
IN,Greene,39.04348,-86.84474,27
IN,Hamilton,39.963436,-86.002892,597
IN,Hancock,39.82127,-85.76276999999999,263
IN,Harrison,38.241388,-86.12706,25
IN,Hendricks,39.697426,-86.355637,810
IN,Henry,39.853076,-85.33921,202
IN,Howard,40.487728,-86.165001,150
IN,Huntington,40.83125,-85.35031,37
IN,Jackson,38.959431,-85.845001,154
IN,Jasper,40.76247,-87.11740999999999,167
IN,Jay,40.45112,-85.15048,15
IN,Jefferson,38.82415,-85.63794,9
IN,Jennings,39.012698,-85.637487,27
IN,Johnson,39.54656,-86.03891999999999,288
IN,Knox,38.702197,-87.483661,28
IN,Kosciusko,41.205443,-85.708855,32
IN,La Porte,41.672371000000005,-86.63638,29
IN,LaGrange,41.755161,-85.431564,37
IN,LaPorte,41.59075,-86.89695,133
IN,Lagrange,41.52447,-85.57791,12
IN,Lake,41.5749,-87.27062,2085
IN,Lawrence,38.773926,-86.47494499999999,17
IN,Madison,39.992712,-85.857414,327
IN,Marion,39.922646,-86.11689,13388
IN,Marshall,41.36187,-86.31393,31
IN,Martin,38.600457,-86.686993,28
IN,Miami,40.78224,-86.05594,26
IN,Monroe,39.174240000000005,-86.550453,80
IN,Montgomery,40.04999,-86.81596,98
IN,Morgan,39.368421000000005,-86.484386,94
IN,Newton,41.144539,-87.370103,36
IN,Noble,41.45181,-85.58627,36
IN,Ohio,38.91272,-84.915863,3
IN,Orange,38.55818,-86.46301,7
IN,Owen,39.258474,-86.80517900000001,15
IN,Parke,39.76257,-87.219247,15
IN,Perry,38.22359,-86.70561,20
IN,Pike,38.31276,-87.14591999999999,17
IN,Porter,41.624416,-87.045967,195
IN,Posey,37.94352,-87.85081,23
IN,Pulaski,40.953048,-86.545169,3
IN,Putnam,39.546157,-86.72891700000001,136
IN,Randolph,40.164021000000005,-84.978668,42
IN,Ripley,39.050401,-85.122864,50
IN,Rush,39.482342,-85.47862099999999,31
IN,Scott,38.612433,-85.7813,54
IN,Shelby,39.522949,-85.777008,236
IN,Spencer,37.899931,-87.09105699999999,66
IN,St Joseph,41.705126,-86.51968199999999,7
IN,St. Joseph,41.730540000000005,-86.32786999999999,109
IN,Starke,41.4131,-86.48850999999999,12
IN,Steuben,41.73534,-84.980426,62
IN,Sullivan,39.050817,-87.409328,9
IN,Switzerland,38.694894,-85.200535,4
IN,Tippecanoe,40.376912,-86.784936,107
IN,Tipton,40.274117,-86.184517,28
IN,Union,39.69038,-84.927513,7
IN,Vanderburgh,38.148394,-87.550961,158
IN,Vermillion,40.11993,-87.456474,27
IN,Vigo,39.269675,-87.38861999999999,152
IN,Wabash,40.964396,-85.793768,33
IN,Warren,40.142037,-87.433334,17
IN,Warrick,38.187683,-87.354299,38
IN,Washington,38.61799,-86.06426,11
IN,Wayne,39.826813,-84.908905,685
IN,Wells,40.69907,-85.16599000000001,4
IN,White,40.60204,-86.9769,38
IN,Whitley,41.1267,-85.37649,29
KS,Allen,37.92604,-95.37962,3
KS,Bourbon,37.77122,-94.70612,1
KS,Brown,39.84068,-95.53173,1
KS,Butler,38.065681,-96.611275,12
KS,Chase,38.36346,-96.65913,6
KS,Cherokee,37.174751,-94.618279,3
KS,Cowley,37.236408,-96.987129,1
KS,Crawford,37.51365,-94.70547,5
KS,Dickinson,38.88589,-97.11201,1
KS,Douglas,39.018031,-95.501077,26
KS,Edwards,37.92983,-99.40581,1
KS,Elk,37.381202,-96.272571,3
KS,Ellis,38.878440000000005,-99.14777,4
KS,Ellsworth,38.8485,-98.17375,11
KS,Finney,38.05904,-100.3537,4
KS,Ford,37.721712,-100.016054,13
KS,Franklin,38.70285,-95.08033,3
KS,Geary,39.089657,-96.714111,4
KS,Gove,39.1195,-100.810327,1
KS,Greeley,38.463762,-101.734071,2
KS,Harvey,38.14206,-97.41389,1
KS,Hodgeman,38.088243,-99.900006,2
KS,Jackson,39.392142,-95.740821,4
KS,Jefferson,39.08693,-95.46508,2
KS,Johnson,38.93532,-94.72042,4414
KS,Kiowa,37.583477,-99.467229,6
KS,Labette,37.0484,-95.36099,4
KS,Leavenworth,39.082928,-94.946411,16
KS,Logan,39.13114,-100.81841,3
KS,Lyon,38.665407,-96.018002,29
KS,Marshall,39.84158,-96.42302,2
KS,McPherson,38.314141,-97.616368,2
KS,Miami,38.726192,-94.6762,12
KS,Montgomery,37.36098,-95.70091,6
KS,Morris,38.66107,-96.49059,1
KS,Neosho,37.689816,-95.453972,8
KS,Ness,38.45282,-99.90504,1
KS,Norton,39.876025,-99.720958,6
KS,Osage,38.78573,-95.68314,8
KS,Pawnee,38.166564,-99.111976,3
KS,Phillips,39.995466,-99.366737,7
KS,Pottawatomie,39.21012,-96.305558,12
KS,Pratt,37.647556,-98.716292,7
KS,Reno,37.887178000000006,-98.196691,8
KS,Republic,39.812802000000005,-97.645956,1
KS,Riley,39.299031,-96.7557,4
KS,Rush,38.69687,-99.31957,1
KS,Russell,38.85706,-98.58208,7
KS,Saline,38.874207,-97.652045,11
KS,Sedgwick,37.674564,-97.377752,323
KS,Shawnee,39.00911,-95.72882,87
KS,Sherman,39.32908,-101.71803,2
KS,Sumner,37.247063,-97.338867,14
KS,Thomas,39.36502,-101.05867,4
KS,Trego,39.010975,-99.871513,4
KS,Wabaunsee,39.06584,-96.194399,9
KS,Wilson,37.615978000000005,-95.896267,8
KS,Wyandotte,39.105335,-94.709862,2300
KY,Adair,37.089119,-85.301392,1
KY,Allen,36.681698,-86.252625,1
KY,Anderson,37.97603,-84.87077,5
KY,Ballard,36.988831,-88.95266099999999,2
KY,Barren,36.98349,-85.89479,10
KY,Bath,38.1289,-83.74735,10
KY,Bell,36.725495,-83.690112,5
KY,Boone,38.90751,-84.61783,609
KY,Boyd,38.38047,-82.60451,17
KY,Boyle,37.633732,-84.771889,6
KY,Bracken,38.762686,-84.16874,3
KY,Breathitt,37.551766,-83.458471,6
KY,Bullitt,37.91996,-85.68748000000001,92
KY,Butler,37.171116,-86.665888,2
KY,Caldwell,36.96852,-87.87968000000001,4
KY,Calloway,36.573835,-88.315287,2
KY,Campbell,39.098518,-84.48921999999999,454
KY,Carroll,38.64773,-85.12034,28
KY,Carter,38.32587,-83.11389,12
KY,Christian,36.869542,-87.486165,21
KY,Clark,38.01243,-84.21306,13
KY,Clay,37.171368,-83.58727900000001,7
KY,Daviess,37.780196,-87.082238,9
KY,Edmonson,37.069461,-86.09147800000001,2
KY,Estill,37.783679,-84.009201,1
KY,Fayette,38.070428,-84.504543,2225
KY,Fleming,38.233269,-83.66323100000001,1
KY,Floyd,37.677208,-82.792404,3
KY,Franklin,38.183828000000005,-84.818046,36
KY,Gallatin,38.802441,-84.728841,14
KY,Garrard,37.692028,-84.661827,2
KY,Grant,38.682678,-84.601967,27
KY,Graves,36.599337,-88.802432,1
KY,Grayson,37.49099,-86.20421999999999,4
KY,Greenup,38.534069,-82.834595,7
KY,Hancock,37.89817,-86.75536,1
KY,Hardin,37.59591,-85.868663,57
KY,Harrison,38.478258,-84.45707800000001,3
KY,Hart,37.324913,-85.906456,25
KY,Henderson,37.811043,-87.622681,7
KY,Henry,38.521111,-85.23365799999999,17
KY,Hopkins,37.340336,-87.498306,5
KY,Jefferson,38.23583,-85.61639,8473
KY,Jessamine,37.905453,-84.562237,13
KY,Johnson,37.785921,-82.828377,1
KY,Kenton,39.023785,-84.571922,2564
KY,Knox,36.94669,-84.05104,2
KY,Larue,37.474976,-85.881439,7
KY,Laurel,37.106937,-83.978264,16
KY,Lawrence,37.940383,-82.678004,3
KY,Lee,37.5602,-83.591316,1
KY,Leslie,37.185075,-83.427719,2
KY,Letcher,37.155197,-82.66068299999999,1
KY,Lewis,38.587256,-83.32700000000001,3
KY,Livingston,37.042840000000005,-88.26463000000001,3
KY,Logan,36.982045,-86.953709,6
KY,Lyon,37.07132,-88.08518199999999,6
KY,Madison,37.87206,-84.33343,54
KY,Marion,37.57531,-85.23576,1
KY,Marshall,36.75649,-88.30396999999999,8
KY,Mason,38.65102,-83.77089000000001,6
KY,McCracken,37.048293,-88.648992,16
KY,Mccracken,37.06693,-88.800398,2
KY,Meade,37.91583,-85.9848,2
KY,Menifee,37.94854,-83.75932,1
KY,Mercer,37.838402,-84.849672,1
KY,Metcalfe,36.893478,-85.66189200000001,4
KY,Monroe,36.699792,-85.688066,1
KY,Montgomery,38.079440000000005,-83.94471999999999,11
KY,Nelson,37.795349,-85.43218900000001,10
KY,Ohio,37.358157,-86.828261,5
KY,Oldham,38.40196,-85.37113000000001,82
KY,Owen,38.416631,-84.861968,1
KY,Pendleton,38.785259,-84.349648,4
KY,Pike,37.51416,-82.485324,3
KY,Powell,37.850658,-83.951103,6
KY,Pulaski,37.157333,-84.50604200000001,2
KY,Rockcastle,37.513345,-84.32175699999999,16
KY,Rowan,38.18405,-83.55066,16
KY,Scott,38.134148,-84.630575,37
KY,Shelby,38.15478,-85.07327,38
KY,Simpson,36.713803000000006,-86.523299,7
KY,Spencer,38.146629,-85.424088,2
KY,Trigg,36.881805,-87.735222,5
KY,Trimble,38.578332,-85.18001600000001,5
KY,Warren,36.90855,-86.434464,35
KY,Webster,37.611436,-87.49852800000001,2
KY,Whitley,36.792736,-84.169601,28
KY,Wolfe,37.739948,-83.656609,5
KY,Woodford,38.06604,-84.73626,22
LA,Acadia,30.247593,-92.193092,79
LA,Allen,30.467001,-92.860588,1
LA,Ascension,30.318623,-90.991738,258
LA,Assumption,30.00088,-91.05425,4
LA,Avoyelles,30.884155,-92.226936,4
LA,Beauregard,30.845501,-93.298531,5
LA,Bienville,32.562714,-93.117066,34
LA,Bossier,32.538654,-93.766441,350
LA,Caddo,32.472916,-93.796127,4945
LA,Calcasieu,30.23708,-93.25941,591
LA,Caldwell,32.17945,-91.9873,4
LA,Cameron,29.929359,-93.079178,1
LA,Claiborne,32.951516,-92.765426,4
LA,Concordia,31.566189,-91.427291,2
LA,De Soto,32.119846,-93.608467,5
LA,East Baton Rouge,30.420996,-91.140549,26283
LA,East Feliciana,30.690163,-91.147911,10
LA,Evangeline,30.819794,-92.221649,1
LA,Franklin,32.157104,-91.680847,3
LA,Iberia,29.982537,-91.856185,6
LA,Iberville,30.40082,-91.50634,171
LA,Jefferson,30.008568,-90.219955,1202
LA,Jefferson Davis,30.2424,-92.63037,53
LA,La Salle,31.473238,-92.096664,1
LA,Lafayette,30.135435,-92.009377,5581
LA,Lafourche,29.1625,-90.177621,16
LA,Lincoln,32.54006,-92.64282,13
LA,Livingston,30.464523,-90.917725,254
LA,Madison,32.329739000000004,-91.024101,19
LA,Morehouse,32.770206,-91.924141,4
LA,Natchitoches,31.760775,-93.085175,8
LA,Orleans,29.9518,-90.06726,7730
LA,Ouachita,32.498058,-92.138367,54
LA,Plaquemines,29.87569,-90.01382,7
LA,Pointe Coupee,30.553794,-91.699166,13
LA,Rapides,31.01238,-92.37085,77
LA,Red River,32.110345,-93.478859,1
LA,Richland,32.443092,-91.493729,6
LA,Sabine,31.42625,-93.451134,2
LA,Saint Bernard,29.915090000000003,-89.91115,3
LA,Saint Charles,29.84028,-90.45497,9
LA,Saint James,30.097037,-90.917225,1
LA,Saint Landry,30.54887,-92.081596,4
LA,Saint Martin,30.292776,-91.952339,1
LA,Saint Tammany,30.36607,-90.09373,18
LA,St John The Baptist,30.040839,-90.625319,1
LA,St. Bernard,29.95888,-89.99243,8
LA,St. Charles,30.005848,-90.292152,238
LA,St. Helena,30.92187,-90.8037,3
LA,St. James,30.095097,-90.928224,49
LA,St. John the Baptist,30.10694,-90.50363,222
LA,St. Landry,30.612896000000003,-92.046432,30
LA,St. Martin,30.343000000000004,-91.720505,259
LA,St. Mary,29.77911,-91.494926,9
LA,St. Tammany,30.431337,-90.086517,349
LA,Tangipahoa,30.63799,-90.5242,254
LA,Terrebonne,29.516149,-90.592066,227
LA,Union,32.986622,-92.698952,2
LA,Vermilion,30.100915000000004,-92.124572,4
LA,Vernon,31.060297,-93.205704,1
LA,Webster,32.590454,-93.336983,28
LA,West Baton Rouge,30.44848,-91.24951,577
LA,West Feliciana,30.76244,-91.30779,4
MA,Barnstable,41.653938,-70.306648,512
MA,Berkshire,42.244968,-73.083611,93
MA,Bristol,41.9589,-71.06367,1202
MA,Dukes,41.437302,-70.608063,2
MA,Essex,42.75262,-70.94408,3083
MA,Franklin,42.518108000000005,-72.52810699999999,100
MA,Hampden,42.10289,-72.31869499999999,489
MA,Hampshire,42.306377000000005,-72.624001,147
MA,Middlesex,42.430195,-71.10301199999999,8039
MA,Norfolk,42.24531,-71.199,3197
MA,Plymouth,42.055099,-70.725334,1331
MA,Suffolk,42.334366,-71.095314,4946
MA,Worcester,42.167667,-71.937218,1980
MD,Allegany,39.47967,-79.06484,240
MD,Anne Arundel,38.989737,-76.626846,4901
MD,Baltimore,39.397297,-76.563316,348
MD,Baltimore City,39.26285,-76.56695,4697
MD,Baltimore County,39.250969,-76.681099,8431
MD,Calvert,38.32902,-76.46821,96
MD,Caroline,38.63222,-75.7711,235
MD,Carroll,39.29576,-76.90158000000001,639
MD,Cecil,39.641849,-75.80825,852
MD,Charles,38.53246,-76.78378000000001,468
MD,District Of Columbia,38.90399,-76.92359,4
MD,Dorchester,38.63155,-75.745598,173
MD,Frederick,39.327599,-77.582863,4667
MD,Garrett,39.653531,-79.440076,153
MD,Harford,39.44202,-76.349358,2727
MD,Howard,39.157853,-76.831834,2398
MD,Kent,39.224304,-76.064314,68
MD,Montgomery,39.187038,-77.169777,8874
MD,Prince George's,38.864871,-76.846793,9236
MD,Prince Georges,38.89991,-76.79410899999999,279
MD,Queen Anne's,39.027501,-76.026259,774
MD,Queen Annes,39.1408,-75.92564,30
MD,Saint Marys,38.248678000000005,-76.426049,4
MD,Somerset,38.039501,-75.77046999999999,68
MD,St. Mary's,38.222357,-76.44828100000001,143
MD,Talbot,38.812711,-76.060136,281
MD,Washington,39.651531,-77.800186,1562
MD,Wicomico,38.384973,-75.422516,197
MD,Worcester,38.409168,-75.058708,210
ME,Androscoggin,44.03582,-70.27398000000001,95
ME,Aroostook,46.06084,-67.84987,39
ME,Cumberland,43.634219,-70.303843,872
ME,Franklin,45.378261,-70.758138,24
ME,Hancock,44.473783000000005,-68.365955,50
ME,Kennebec,44.144381,-69.925377,222
ME,Knox,44.091992,-69.237237,16
ME,Lincoln,44.000776,-69.67788,31
ME,Oxford,44.398805,-70.68395600000001,35
ME,Penobscot,44.787040000000005,-68.80843,237
ME,Piscataquis,45.33334,-69.54486,2
ME,Sagadahoc,44.02306,-69.91744,69
ME,Somerset,44.80473,-69.37521,50
ME,Waldo,44.41073,-69.075818,21
ME,Washington,45.437982,-67.70336999999999,11
ME,York,43.53393,-70.44601,492
MI,Alcona,44.654,-83.62536,5
MI,Alger,46.242509000000005,-87.077725,1
MI,Allegan,42.68627,-86.01486,398
MI,Alpena,45.05348,-83.4408,18
MI,Antrim,44.991928,-85.35304000000001,17
MI,Arenac,44.100887,-83.574173,32
MI,Baraga,46.606718,-88.474305,7
MI,Barry,42.58069,-85.35675,83
MI,Bay,43.84918,-84.02081,302
MI,Benzie,44.659579,-85.882695,27
MI,Berrien,42.08724,-86.41117,512
MI,Branch,41.9912,-84.9723,17
MI,Calhoun,42.264144,-85.179975,343
MI,Cass,41.98383,-86.134617,112
MI,Charlevoix,45.219682,-85.173572,23
MI,Cheboygan,45.37412,-84.49673,16
MI,Chippewa,46.37561,-84.35394000000001,11
MI,Clare,43.868409,-84.916829,24
MI,Clinton,42.775525,-84.621337,149
MI,Crawford,44.67477,-84.69593,16
MI,Delta,45.890179,-86.53750600000001,8
MI,Dickinson,46.08729,-88.07576,5
MI,Eaton,42.74105,-84.6041,537
MI,Emmet,45.40119,-84.88051,27
MI,Genesee,43.005009,-83.684975,17479
MI,Gladwin,43.98044,-84.36632,4
MI,Gogebic,46.476690000000005,-89.94108,2
MI,Grand Traverse,44.76157,-85.51191,27
MI,Gratiot,43.24896,-84.56336,32
MI,Hillsdale,42.05143,-84.41787,9
MI,Houghton,47.01825,-88.514297,6
MI,Huron,43.740601,-83.442093,1
MI,Ingham,42.670286,-84.490088,1033
MI,Ionia,43.1048,-85.07512,102
MI,Iosco,44.206767,-83.55873299999999,11
MI,Iron,46.103157,-88.68956800000001,5
MI,Isabella,43.59683,-84.833837,38
MI,Jackson,42.17422,-84.658953,673
MI,Kalamazoo,42.24454,-85.64038000000001,598
MI,Kalkaska,44.71382,-85.11392099999999,19
MI,Kent,43.22039,-85.500961,10120
MI,Lake,43.901244,-85.70258100000001,13
MI,Lapeer,43.014748,-83.441124,78
MI,Leelanau,44.950199,-85.800028,19
MI,Lenawee,42.0604,-84.1998,63
MI,Livingston,42.521484,-83.68915600000001,653
MI,Luce,46.28883,-85.57004,3
MI,Mackinac,46.10094,-85.57218,13
MI,Macomb,42.501929,-82.918056,3445
MI,Manistee,44.242161,-86.318962,13
MI,Marquette,46.48565,-87.74877,11
MI,Mason,43.956085,-86.278091,30
MI,Mecosta,43.49663,-85.48574,28
MI,Menominee,45.692084,-87.52062099999999,8
MI,Midland,43.61502,-84.24803,158
MI,Monroe,42.00367,-83.315872,585
MI,Montcalm,43.17731,-85.272468,27
MI,Montmorency,44.898294,-84.03124,2
MI,Muskegon,43.2887,-86.20605,174
MI,Newaygo,43.405615,-85.747209,28
MI,Oakland,42.485462,-83.266136,7522
MI,Oceana,43.530769,-86.467606,17
MI,Ogemaw,44.2411,-84.21986,16
MI,Ontonagon,46.56775,-89.65208,1
MI,Osceola,44.01969,-85.49874,35
MI,Oscoda,44.72505,-84.05059,3
MI,Otsego,45.113472,-84.682434,26
MI,Ottawa,42.783209,-86.07985,937
MI,Presque Isle,45.491089,-84.03220400000001,5
MI,Roscommon,44.321933,-84.773441,24
MI,Saginaw,43.432308,-83.89222,470
MI,Saint Clair,42.907307,-82.505478,17
MI,Saint Joseph,41.963215000000005,-85.574612,55
MI,Sanilac,43.19619,-83.07683,2
MI,Schoolcraft,45.992368,-86.015443,12
MI,Shiawassee,42.89623,-84.08910999999999,153
MI,St. Clair,42.943207,-82.507463,316
MI,St. Joseph,41.93976,-85.65168,133
MI,Tuscola,43.344196,-83.432182,15
MI,Van Buren,42.20042,-85.96614,242
MI,Washtenaw,42.298378,-83.878075,1486
MI,Wayne,42.26919,-83.2251,17373
MI,Wexford,44.466865000000006,-85.39895899999999,13
MN,Aitkin,46.608990000000006,-93.49669,237
MN,Anoka,45.222591,-93.029099,3226
MN,Becker,46.854040000000005,-95.9605,234
MN,Beltrami,47.43037,-94.85405,242
MN,Benton,45.575668,-94.124184,454
MN,Big Stone,45.242119,-96.22081,1
MN,Blue Earth,44.171287,-93.905888,899
MN,Brown,44.32616,-94.53923,157
MN,Carlton,46.57378,-92.58562,490
MN,Carver,44.76519,-93.78126,748
MN,Cass,47.126540000000006,-93.81219,385
MN,Chippewa,44.97925,-95.7163,148
MN,Chisago,45.35651,-92.90996,1376
MN,Clay,46.84692,-96.77379,47
MN,Clearwater,47.528999,-95.534119,23
MN,Cook,47.750653,-90.334457,4
MN,Cottonwood,43.875922,-95.113021,177
MN,Crow Wing,46.301641,-94.267719,455
MN,Dakota,44.88001,-93.14115,6106
MN,Dodge,44.023214,-92.75936,177
MN,Douglas,45.97217,-95.65521,524
MN,Faribault,43.846001,-93.832764,245
MN,Fillmore,43.82507,-91.87537,185
MN,Freeborn,43.67798,-93.48545,767
MN,Goodhue,44.570877,-92.645325,791
MN,Grant,46.034184,-95.828686,127
MN,Hennepin,44.852409,-93.247139,25816
MN,Houston,43.68122,-91.27784,122
MN,Hubbard,46.84793,-94.99619,186
MN,Isanti,45.63005,-93.3889,232
MN,Itasca,47.31646,-93.56506,346
MN,Jackson,43.83709,-95.15798,373
MN,Kanabec,45.784796,-93.15007,108
MN,Kandiyohi,45.329321,-95.029753,390
MN,Koochiching,48.07788,-93.96274,72
MN,Lac qui Parle,44.92199,-95.79862,27
MN,Lake,47.799361,-91.718169,24
MN,Lake of the Woods,48.69187,-94.45998,10
MN,Le Sueur,44.48616,-93.585403,292
MN,Lincoln,44.415492,-96.28204,8
MN,Lyon,44.27384,-95.75533,314
MN,Mahnomen,47.172561,-95.686576,43
MN,Marshall,48.179608,-95.809203,7
MN,Martin,43.65974,-94.75801,251
MN,McLeod,44.848625,-94.315589,375
MN,Mcleod,44.83411,-94.284325,6
MN,Meeker,45.08193,-94.281667,268
MN,Mille Lacs,45.765440000000005,-93.64224,355
MN,Morrison,45.97697,-94.429842,353
MN,Mower,43.675819,-92.749786,282
MN,Murray,43.99324,-95.83792,118
MN,Nicollet,44.31172,-93.99379,605
MN,Nobles,43.637865000000005,-95.69369,390
MN,Olmsted,44.030651,-92.488159,1010
MN,Otter Tail,46.325858,-95.248664,363
MN,Pennington,48.12101,-95.9391,5
MN,Pine,45.77352,-92.8301,787
MN,Pipestone,44.088853,-96.184562,6
MN,Polk,47.528938,-95.569678,37
MN,Pope,45.44119,-95.56198,80
MN,Ramsey,44.95075,-93.09934,12355
MN,Red Lake,47.813541,-95.998337,2
MN,Redwood,44.541453,-95.168833,141
