State,County,Start_Lat,Start_Lng,count
MN,Renville,44.598290000000006,-94.99439,206
MN,Rice,44.47895,-93.35437,1064
MN,Rock,43.63922,-96.20788,21
MN,Roseau,48.85248,-95.22087,53
MN,Saint Louis,47.210617,-92.488,16
MN,Scott,44.778679,-93.500685,1494
MN,Sherburne,45.29932,-93.51108,1017
MN,Sibley,44.57731,-94.14055,231
MN,St. Louis,47.478865,-92.871927,1395
MN,Stearns,45.491985,-94.151657,1363
MN,Steele,44.138897,-93.249832,778
MN,Stevens,45.607256,-95.872041,39
MN,Swift,45.270034,-95.490707,68
MN,Todd,46.325429,-94.962033,291
MN,Traverse,45.59821,-96.84455,1
MN,Wabasha,44.419716,-92.303482,151
MN,Wadena,46.39527,-95.00604,106
MN,Waseca,44.058319,-93.488835,132
MN,Washington,44.879065,-93.002742,4080
MN,Watonwan,43.97385,-94.6011,136
MN,Wilkin,46.554812,-96.313351,9
MN,Winona,43.91299,-91.57072,620
MN,Wright,45.241074,-93.6632,1948
MN,Yellow Medicine,44.689046000000005,-95.808452,109
MO,Adair,40.143151,-92.569229,6
MO,Andrew,40.12601,-94.87019,8
MO,Atchison,40.584389,-95.652489,4
MO,Barry,36.545185,-93.754514,4
MO,Barton,37.584949,-94.293621,3
MO,Bates,38.061328,-94.35302,4
MO,Benton,38.242729,-93.38279,1
MO,Boone,38.97174,-92.43467,168
MO,Buchanan,39.815084000000006,-94.803551,51
MO,Callaway,38.944258000000005,-91.928795,53
MO,Camden,38.029189,-92.716086,6
MO,Cape Girardeau,37.349403,-89.60186800000001,15
MO,Carroll,39.299447,-93.669052,2
MO,Carter,36.926233,-90.766383,1
MO,Cass,38.814281,-94.505577,209
MO,Chariton,39.429393,-92.9247,2
MO,Christian,37.00536,-93.229942,27
MO,Clark,40.388942,-91.92674,3
MO,Clay,39.154588,-94.587209,1912
MO,Clinton,39.460121,-94.320747,26
MO,Cole,38.584389,-92.202583,21
MO,Cooper,38.93507,-92.85024,64
MO,Crawford,38.0954,-91.36532,24
MO,Dallas,37.4165,-93.145209,2
MO,Daviess,39.938811,-94.123574,18
MO,DeKalb,39.753391,-94.219589,9
MO,Franklin,38.499191,-90.90081,217
MO,Gasconade,38.702042,-91.443069,6
MO,Gentry,40.339157,-94.562228,4
MO,Greene,37.203671,-93.261925,1938
MO,Harrison,40.220271,-94.01323,14
MO,Holt,40.193863,-95.360451,14
MO,Howard,39.06388,-92.746026,2
MO,Iron,37.648949,-90.660927,1
MO,Jackson,38.938068,-94.398103,8453
MO,Jasper,37.083591,-94.440994,68
MO,Jefferson,38.346082,-90.396459,803
MO,Johnson,38.851307,-94.009251,3
MO,Laclede,37.669781,-92.649956,72
MO,Lafayette,38.99159,-93.56324,155
MO,Lawrence,37.08614,-93.84335,62
MO,Lewis,40.088867,-91.534943,1
MO,Lincoln,39.010755,-90.978272,19
MO,Linn,39.77721,-93.348355,1
MO,Livingston,39.7934,-93.553658,3
MO,Macon,39.747601,-92.500387,3
MO,Madison,37.486511,-90.306503,3
MO,Maries,38.264419,-91.934228,1
MO,Marion,39.714345,-91.418967,11
MO,Mercer,40.410493,-93.52347,3
MO,Miller,38.3286,-92.388154,6
MO,Mississippi,37.02265,-89.21206,3
MO,Moniteau,38.610538,-92.526072,9
MO,Monroe,39.515747,-91.939935,1
MO,Montgomery,38.90057,-91.46031,47
MO,Morgan,38.448555,-92.758141,1
MO,New Madrid,36.60379,-89.56166999999999,17
MO,Newton,37.010113,-94.548073,24
MO,Nodaway,40.481535,-95.03087,7
MO,Osage,38.342327,-91.913096,2
MO,Ozark,36.588186,-92.36203,4
MO,Pemiscot,36.05604,-89.8369,17
MO,Perry,37.78106,-89.93664,8
MO,Pettis,38.76669,-93.50084,4
MO,Phelps,37.979198,-91.720772,68
MO,Pike,39.261909,-90.827942,3
MO,Platte,39.20768,-94.63629,701
MO,Polk,37.616213,-93.409783,5
MO,Pulaski,37.83691,-92.0967,43
MO,Ralls,39.642052,-91.419418,6
MO,Randolph,39.343248,-92.414304,2
MO,Saint Charles,38.78717,-90.662239,19
MO,Saint Louis,38.59059,-90.59539,109
MO,Saint Louis City,38.620751,-90.191532,23
MO,Saline,38.959869,-93.190766,73
MO,Scotland,40.452378,-92.236748,5
MO,Scott,37.213779,-89.54370899999999,20
MO,Shannon,36.974068,-91.251786,1
MO,Shelby,39.674415,-91.949939,5
MO,St. Charles,38.714552000000005,-90.703539,1822
MO,St. Clair,37.948727000000005,-93.638412,3
MO,St. Francois,37.95546,-90.551704,10
MO,St. Louis City,38.61909,-90.28509,2558
MO,St. Louis County,38.743896,-90.412605,8421
MO,Ste Genevieve,37.93626,-90.122498,17
MO,Stone,36.749698,-93.378384,1
MO,Taney,36.586506,-93.233154,3
MO,Texas,37.402328,-91.878258,2
MO,Vernon,37.762627,-94.312904,2
MO,Warren,38.82148,-91.138428,49
MO,Washington,38.021965,-90.755901,10
MO,Webster,37.302582,-93.000801,38
MO,Wright,37.115574,-92.415727,5
MS,Adams,31.57677,-91.31124,23
MS,Alcorn,34.931259000000004,-88.624657,5
MS,Amite,31.109909,-90.923508,7
MS,Attala,33.0784,-89.59354,2
MS,Benton,34.947739,-89.118988,4
MS,Bolivar,33.79472,-90.718168,4
MS,Calhoun,33.874947,-89.192899,8
MS,Carroll,33.638040000000004,-89.79543000000001,8
MS,Chickasaw,33.91832,-89.016983,1
MS,Choctaw,33.316011,-89.185908,2
MS,Claiborne,32.01288,-90.95536,1
MS,Clarke,32.135906,-88.87134300000001,13
MS,Clay,33.592163,-88.65908,1
MS,Coahoma,34.233551,-90.530891,6
MS,Copiah,31.966418,-90.382219,41
MS,Covington,31.68541,-89.46186,27
MS,DeSoto,34.925307000000004,-89.993214,356
MS,Desoto,34.96151,-89.830383,3
MS,Forrest,31.32497,-89.34319,578
MS,Franklin,31.440788,-90.855895,3
MS,George,30.924459,-88.517014,15
MS,Greene,31.109352,-88.814126,5
MS,Grenada,33.762173,-89.841368,3
MS,Hancock,30.31571,-89.598038,89
MS,Harrison,30.439882,-89.062004,421
MS,Hinds,32.4008,-90.27784,1516
MS,Holmes,33.10253,-89.89466,11
MS,Humphreys,33.111093,-90.506712,1
MS,Itawamba,34.24403,-88.3963,12
MS,Jackson,30.391859000000004,-88.651741,412
MS,Jefferson,31.684126000000003,-90.800285,6
MS,Jefferson Davis,31.54002,-89.768753,1
MS,Jones,31.605288,-89.215424,55
MS,Kemper,32.76984,-88.64188399999999,2
MS,Lafayette,34.34602,-89.521187,122
MS,Lamar,31.32415,-89.359337,340
MS,Lauderdale,32.342861,-88.772667,61
MS,Lawrence,31.56968,-90.07314,2
MS,Leake,32.63131,-89.477551,3
MS,Lee,34.29125,-88.7044,36
MS,Leflore,33.523849,-90.201981,2
MS,Lincoln,31.666757,-90.456341,30
MS,Lowndes,33.48257,-88.49343,6
MS,Madison,32.42796,-90.14374,260
MS,Marion,31.234383,-89.86293,2
MS,Marshall,34.855488,-89.688446,18
MS,Monroe,34.032968,-88.702241,4
MS,Montgomery,33.638669,-89.717788,3
MS,Neshoba,32.736299,-89.15321,8
MS,Newton,32.342419,-88.93113699999999,21
MS,Oktibbeha,33.49523,-88.85154399999999,8
MS,Panola,34.35501,-89.91354,26
MS,Pearl River,30.469692,-89.68779,49
MS,Perry,31.211018,-89.122284,15
MS,Pike,31.192081,-90.48423,27
MS,Pontotoc,34.21586,-89.12837900000001,5
MS,Prentiss,34.63516,-88.60393,1
MS,Rankin,32.27602,-90.179,432
MS,Scott,32.34731,-89.329217,18
MS,Simpson,31.84547,-89.792813,19
MS,Smith,32.06623,-89.52788000000001,6
MS,Stone,30.837214000000003,-89.137901,13
MS,Tate,34.619209000000005,-89.950829,40
MS,Tippah,34.598867,-89.004265,6
MS,Tishomingo,34.648478999999995,-88.230467,7
MS,Tunica,34.79575,-90.32748,5
MS,Union,34.40578,-88.9207,12
MS,Walthall,31.130751,-90.13844,4
MS,Warren,32.354412,-90.644264,113
MS,Washington,33.401192,-90.961075,9
MS,Wayne,31.510040000000004,-88.50386,10
MS,Winston,33.217690000000005,-88.98357,1
MS,Yalobusha,33.987461,-89.869033,14
MS,Yazoo,32.60653,-90.59227,19
MT,Beaverhead,44.561382,-112.324987,28
MT,Big Horn,45.13524,-107.36913,36
MT,Blaine,48.539414,-108.808501,10
MT,Broadwater,46.308062,-111.636323,24
MT,Carbon,45.47425,-108.99986,53
MT,Cascade,47.522947,-111.281641,156
MT,Chouteau,47.951227,-110.505184,12
MT,Custer,46.40837,-105.84071000000002,22
MT,Dawson,47.099508,-104.708562,32
MT,Deer Lodge,46.156985,-112.891522,17
MT,Fergus,46.849047,-108.875981,14
MT,Flathead,48.114346000000005,-114.60096,421
MT,Gallatin,45.696405,-111.185458,380
MT,Garfield,47.311473,-106.907586,1
MT,Glacier,48.419496,-113.216739,21
MT,Golden Valley,46.306629,-108.937678,3
MT,Granite,46.207047,-113.505452,23
MT,Hill,48.365635,-109.67585,11
MT,Jefferson,46.547115000000005,-111.947732,108
MT,Judith Basin,47.198314,-110.379304,6
MT,Lake,47.747324,-114.229853,105
MT,Lewis And Clark,46.587009,-111.874617,2
MT,Lewis and Clark,46.709355,-112.176268,210
MT,Lincoln,48.501805,-115.921472,41
MT,Madison,45.565866,-111.753917,31
MT,McCone,48.061422,-105.534804,2
MT,Meagher,46.54801,-110.46841,2
MT,Mineral,47.172853,-114.86325,113
MT,Missoula,46.832839,-113.823906,309
MT,Musselshell,46.347509,-108.679085,10
MT,Park,45.629734,-110.580462,123
MT,Petroleum,47.037087,-108.595291,4
MT,Phillips,47.80749,-108.60864,5
MT,Pondera,48.307131,-111.937626,21
MT,Powder River,45.40025,-105.36207,3
MT,Powell,46.608858000000005,-113.024614,60
MT,Prairie,46.781533,-105.31638,4
MT,Ravalli,46.512782,-114.090058,143
MT,Richland,47.86779,-104.309103,9
MT,Roosevelt,48.12536,-104.47444,4
MT,Rosebud,46.26742,-106.42853999999998,36
MT,Sanders,47.569475,-114.871704,39
MT,Sheridan,48.775905,-104.564456,1
MT,Silver Bow,46.023518,-112.541495,91
MT,Stillwater,45.685518,-109.461797,109
MT,Sweet Grass,45.812814,-109.864807,32
MT,Teton,47.809793,-112.186386,15
MT,Toole,48.55572,-112.097862,21
MT,Treasure,46.218448,-107.250521,14
MT,Valley,48.679314,-106.47928799999998,9
MT,Wheatland,46.648706,-109.977656,4
MT,Wibaux,46.94087,-104.079828,8
MT,Yellowstone,45.770536,-108.486878,375
NC,Alamance,35.93572,-79.33326,400
NC,Alexander,35.825802,-81.30744200000001,38
NC,Alleghany,36.52748,-81.17069000000001,9
NC,Anson,34.958859999999994,-80.08221999999999,32
NC,Ashe,36.3155,-81.36833,14
NC,Avery,36.071108,-81.870436,12
NC,Beaufort,35.512081,-76.90570100000001,34
NC,Bertie,36.060706,-76.972667,47
NC,Bladen,34.584363,-78.537003,49
NC,Brunswick,34.229321,-77.957022,157
NC,Buncombe,35.59668,-82.55939000000001,1617
NC,Burke,35.724519,-81.641538,200
NC,Cabarrus,35.321255,-80.659683,653
NC,Caldwell,35.811384000000004,-81.43252,36
NC,Camden,36.46014,-76.3316,3
NC,Carteret,34.840511,-76.423099,9
NC,Caswell,36.515153000000005,-79.475966,21
NC,Catawba,35.80621,-81.187596,313
NC,Chatham,35.739294,-78.961663,136
NC,Cherokee,35.020740999999994,-84.232323,10
NC,Chowan,36.069134000000005,-76.634863,3
NC,Clay,35.040401,-83.787933,6
NC,Cleveland,35.28078,-81.54887,99
NC,Columbus,34.436640000000004,-78.95067,64
NC,Craven,35.31205,-77.17392,67
NC,Cumberland,34.949412,-78.844622,493
NC,Currituck,36.38625,-75.976212,25
NC,Dare,35.885997,-75.954376,17
NC,Davidson,35.888533,-80.248379,358
NC,Davie,35.95433,-80.53575,222
NC,Duplin,35.027774,-77.816599,65
NC,Durham,35.982399,-78.89022800000001,1636
NC,Edgecombe,35.86993,-77.4955,59
NC,Forsyth,36.06588,-80.25251300000001,2108
NC,Franklin,36.051441,-78.34190799999999,113
NC,Gaston,35.316498,-81.174461,598
NC,Gates,36.53902,-76.76559,7
NC,Graham,35.42289,-83.76136,10
NC,Granville,36.11701,-78.74753,159
NC,Greene,35.526568,-77.611351,19
NC,Guilford,35.959206,-79.938148,2616
NC,Halifax,36.363983000000005,-77.672699,157
NC,Harnett,35.270216999999995,-78.617012,247
NC,Haywood,35.735538,-83.024055,480
NC,Henderson,35.257565,-82.437798,402
NC,Hertford,36.353936,-76.979026,22
NC,Hoke,35.032038,-79.08779,15
NC,Hyde,35.462606,-76.40358499999999,6
NC,Iredell,35.578842,-80.840355,785
NC,Jackson,35.342651000000004,-83.24472,36
NC,Johnston,35.38201,-78.54893,1270
NC,Jones,34.942115,-77.238659,12
NC,Lee,35.446213,-79.04613499999999,59
NC,Lenoir,35.21549,-77.6806,61
NC,Lincoln,35.476978,-81.424049,81
NC,Macon,35.06762,-83.23826,21
NC,Madison,35.90421,-82.55057,33
NC,Martin,35.79185,-77.24464,18
NC,McDowell,35.625015000000005,-82.21063199999999,159
NC,Mecklenburg,35.09008,-80.74556,59624
NC,Mitchell,35.85317,-82.05064,5
NC,Montgomery,35.49157,-79.86510600000001,64
NC,Moore,35.253529,-79.41278100000001,164
NC,Nash,35.833744,-77.978882,212
NC,New Hanover,34.272240000000004,-77.8683,238
NC,Northampton,36.503139,-77.663719,67
NC,Onslow,34.782309999999995,-77.382584,60
NC,Orange,35.963348,-79.018662,447
NC,Pamlico,35.12512,-76.839849,8
NC,Pasquotank,36.278153,-76.281486,6
NC,Pender,34.416295,-77.650478,185
NC,Perquimans,36.212990000000005,-76.431206,3
NC,Person,36.275711,-79.139839,35
NC,Pitt,35.625881,-77.33413,124
NC,Polk,35.24807,-82.33309,153
NC,Randolph,35.71568,-79.82669,191
NC,Richmond,35.015205,-79.770363,57
NC,Robeson,34.58205,-79.05275,333
NC,Rockingham,36.376719,-79.930975,115
NC,Rowan,35.580742,-80.42130300000001,459
NC,Rutherford,35.427713,-81.901448,57
NC,Sampson,35.01185,-78.295301,114
NC,Scotland,34.840093,-79.60254300000001,30
NC,Stanly,35.267790000000005,-80.35486999999999,49
NC,Stokes,36.417891,-80.23275799999999,47
NC,Surry,36.561497,-80.74470699999999,193
NC,Swain,35.301314,-83.654097,12
NC,Transylvania,35.14193,-82.82465400000001,17
NC,Tyrrell,35.901790000000005,-76.01391,4
NC,Union,35.083803,-80.66064899999999,216
NC,Vance,36.36321,-78.37193,108
NC,Wake,35.596561,-78.759743,42480
NC,Warren,36.45475,-78.26617399999999,81
NC,Washington,35.891018,-76.702151,3
NC,Watauga,36.21627,-81.66897,22
NC,Wayne,35.375446000000004,-78.01255400000001,129
NC,Wilkes,36.211668,-80.978966,63
NC,Wilson,35.656935,-77.984404,112
NC,Yadkin,36.121807,-80.81462900000001,112
ND,Adams,46.002985,-102.580257,2
ND,Barnes,46.92015,-97.908471,23
ND,Benson,48.064638,-99.54567,1
ND,Billings,46.915386,-103.487488,3
ND,Bottineau,48.806151,-100.226758,3
ND,Burleigh,46.836701,-100.535899,18
ND,Cass,46.90894,-96.83958,99
ND,Dickey,46.148503000000005,-98.090502,4
ND,Dunn,47.674151,-102.727264,7
ND,Emmons,46.531101,-100.293985,6
ND,Foster,47.448165,-99.117374,3
ND,Golden Valley,46.942359,-103.823665,6
ND,Grand Forks,47.892912,-97.090011,32
ND,Grant,46.298114,-101.965001,1
ND,Griggs,47.442397,-98.226887,2
ND,Kidder,46.880625,-99.641736,12
ND,LaMoure,46.365662,-98.076528,4
ND,Logan,46.505245,-99.769046,2
ND,McHenry,48.345733,-100.40519,10
ND,McIntosh,46.283394,-99.288595,3
ND,McKenzie,47.862099,-102.734473,28
ND,McLean,47.551209,-101.24066,3
ND,Morton,46.821337,-100.835963,57
ND,Mountrail,47.977734000000005,-102.343579,3
ND,Nelson,48.005247,-97.913545,5
ND,Oliver,47.000359,-101.045047,1
ND,Pembina,48.615542,-97.862144,1
ND,Pierce,47.876454,-99.940835,3
ND,Ramsey,48.166513,-98.984021,5
ND,Ransom,46.630634,-97.99276,3
ND,Richland,46.261979,-96.834,5
ND,Sargent,46.225671000000006,-97.634649,5
ND,Sheridan,47.832334,-100.129459,1
ND,Sioux,46.11729,-100.679966,3
ND,Slope,46.300543,-103.972865,2
ND,Stark,46.879659,-102.576137,22
ND,Stutsman,46.89112,-99.068602,17
ND,Traill,47.241693,-97.011541,25
ND,Walsh,48.233917,-97.189038,3
ND,Ward,47.993291,-101.035691,16
ND,Wells,47.457735,-99.586256,3
ND,Williams,48.575373,-103.276516,11
NE,Adams,40.587938,-98.39239,5
NE,Blaine,42.04384,-99.85975,1
NE,Box Butte,42.12547,-102.90617,2
NE,Brown,42.5499,-99.86254,1
NE,Buffalo,40.707588,-99.027117,50
NE,Burt,41.777119,-96.221161,18
NE,Butler,41.192040000000006,-97.36767,4
NE,Cass,41.044682,-95.919113,52
NE,Cedar,42.844631,-97.400551,5
NE,Cherry,42.290005,-100.536467,3
NE,Cheyenne,41.144684000000005,-102.996513,15
NE,Colfax,41.45459,-97.063438,5
NE,Cuming,41.92918,-96.813187,3
NE,Custer,41.422641,-100.192486,2
NE,Dakota,42.484032,-96.413452,14
NE,Dawes,42.677848,-103.403746,1
NE,Dawson,40.69758,-99.59785,23
NE,Deuel,41.03224,-102.18906,14
NE,Dixon,42.54552,-96.70389,1
NE,Dodge,41.455738,-96.534767,41
NE,Douglas,41.256569,-95.940956,10434
NE,Dundy,40.021488,-101.625633,1
NE,Fillmore,40.529713,-97.595818,1
NE,Frontier,40.630032,-100.515518,1
NE,Furnas,40.30625,-99.89769,2
NE,Gage,40.268944,-96.732475,4
NE,Hall,40.785542,-98.378342,31
NE,Hamilton,40.822034,-98.142628,33
NE,Harlan,40.30894,-99.36836,1
NE,Hitchcock,40.231766,-100.796288,1
NE,Holt,42.407942,-98.564476,4
NE,Howard,41.39412,-98.44856,1
NE,Johnson,40.367186,-96.217648,2
NE,Kearney,40.641020000000005,-98.95142,1
NE,Keith,41.114552,-101.717903,7
NE,Kimball,41.216274,-103.663269,24
NE,Lancaster,40.66409,-96.70521,122
NE,Lincoln,41.112803,-100.775882,37
NE,Logan,41.655891,-100.503311,2
NE,Madison,42.01021,-97.42666,2
NE,Merrick,41.292889,-97.84848,2
NE,Nemaha,40.38134,-95.848221,12
NE,Nuckolls,40.03136,-98.06667,1
NE,Otoe,40.754932,-96.405662,15
NE,Perkins,40.75731,-101.6637,2
NE,Phelps,40.435507,-99.37998,2
NE,Pierce,42.365738,-97.465285,4
NE,Platte,41.43507,-97.358017,13
NE,Polk,41.175775,-97.598302,8
NE,Rock,42.41487,-99.53948,2
NE,Saline,40.654129,-97.178855,5
NE,Sarpy,41.190815,-96.08139,2483
NE,Saunders,41.213459,-96.63015,2
NE,Scotts Bluff,41.867538,-103.665749,4
NE,Seward,40.822502,-97.174683,43
NE,Sherman,41.0932,-99.08203,1
NE,Sioux,42.6611,-104.05262,4
NE,Thayer,40.01685,-97.61216,1
NE,Thomas,41.981506,-100.536316,1
NE,Washington,41.450932,-96.366104,49
NE,Wayne,42.228276,-97.017801,3
NE,York,40.822187,-97.563478,50
NH,Belknap,43.504513,-71.615593,326
NH,Carroll,43.920761,-71.22644,94
NH,Cheshire,42.901321,-72.422409,217
NH,Coos,44.308128,-71.220253,92
NH,Grafton,43.63657,-72.28313,347
NH,Hillsborough,42.900199,-71.465631,1894
NH,Merrimack,43.38226,-71.96345500000001,1231
NH,Rockingham,42.975712,-70.956848,1619
NH,Strafford,43.21704,-70.89276,329
NH,Sullivan,43.50075,-72.13378,101
NJ,Atlantic,39.433762,-74.586975,1012
NJ,Bergen,41.05982,-74.25092,6082
NJ,Burlington,39.931427,-74.95285,2843
NJ,Camden,39.870079,-75.005981,4742
NJ,Cape May,39.084343,-74.815979,365
NJ,Cumberland,39.461965,-75.206466,352
NJ,Essex,40.79871,-74.189888,6043
NJ,Gloucester,39.63915,-75.09758000000001,1596
NJ,Hudson,40.760189,-74.051147,3733
NJ,Hunterdon,40.700642,-74.945061,621
NJ,Mercer,40.28586,-74.71434,2455
NJ,Middlesex,40.353738,-74.472659,5455
NJ,Monmouth,40.18096,-74.10131,2033
NJ,Morris,40.812576,-74.39267,2207
NJ,Ocean,40.054565,-74.167778,1630
NJ,Passaic,40.903866,-74.15786700000001,2026
NJ,Salem,39.641634,-75.28313399999999,254
NJ,Somerset,40.57906,-74.58908100000001,1246
NJ,Sussex,41.18821,-74.80226,206
NJ,Union,40.689153000000005,-74.3014,4047
NJ,Warren,40.747822,-75.014931,1266
NM,Bernalillo,35.091527,-106.634307,2846
NM,Catron,34.1773,-109.02556,4
NM,Chaves,33.10286,-104.44166,16
NM,Cibola,35.026641,-107.335188,142
NM,Colfax,36.742396,-104.008937,20
NM,Curry,34.390164,-103.079861,5
NM,De Baca,34.470971,-104.242999,2
NM,Doña Ana,32.431881,-106.553284,62
NM,Do�a Ana,32.27687,-106.76113,52
NM,Eddy,32.302305,-104.109578,29
NM,Grant,32.201675,-108.422379,11
NM,Guadalupe,34.946774,-104.708626,69
NM,Hidalgo,32.343555,-108.715271,22
NM,Lea,32.694759000000005,-103.384308,36
NM,Lincoln,33.885149,-105.826679,18
NM,Los Alamos,35.830975,-106.386698,2
NM,Luna,32.236626,-108.027847,73
NM,McKinley,35.446861,-108.364773,110
NM,Mora,36.100478,-104.687227,18
NM,Otero,32.947066,-105.876152,19
NM,Quay,35.112259,-103.331154,40
NM,Rio Arriba,36.111926,-106.025318,27
NM,Roosevelt,34.446548,-103.878725,10
NM,San Juan,36.733356,-108.324733,14
NM,San Miguel,35.595257000000004,-105.208939,29
NM,Sandoval,35.376259999999995,-106.47225,64
NM,Santa Fe,35.63625,-106.018871,103
NM,Sierra,33.064339000000004,-107.308571,22
NM,Socorro,34.251241,-106.909561,33
NM,Taos,36.3555,-105.613904,10
NM,Torrance,35.005768,-105.520203,43
NM,Union,36.476093,-103.255096,9
NM,Valencia,34.805436,-106.736381,13
NV,Carson City,39.119404,-119.771629,377
NV,Churchill,39.514629,-118.856812,232
NV,Clark,36.02547,-115.07889,2272
NV,Douglas,39.11039,-119.773781,393
NV,Elko,41.077515000000005,-114.569374,375
NV,Esmeralda,38.081625,-117.268188,29
NV,Eureka,39.553619,-115.989693,68
NV,Humboldt,41.399001,-117.836036,62
NV,Lander,40.663151,-116.735344,56
NV,Lincoln,37.54562,-115.233528,62
NV,Lyon,38.997509,-119.153839,382
NV,Mineral,38.966148,-118.809608,73
NV,Nye,38.710018,-117.11869,44
NV,Pershing,40.699169,-118.051292,49
NV,Storey,39.556213,-119.49008899999998,49
NV,Washoe,39.572697,-119.807961,3215
NV,White Pine,39.282742,-114.844612,74
NY,Albany,42.764778,-73.760338,5291
NY,Allegany,42.086517,-77.921844,20
NY,Bronx,40.817029,-73.836497,9969
NY,Broome,42.08615,-75.6994,489
NY,Cattaraugus,42.28495,-78.659081,78
NY,Cayuga,43.058649,-76.577528,253
NY,Chautauqua,42.462526,-79.383826,512
NY,Chemung,42.20181,-76.5519,31
NY,Chenango,42.65589,-75.76564,41
NY,Clinton,44.918663,-73.739655,65
NY,Columbia,42.272629,-73.723259,1052
NY,Cortland,42.442303,-76.031448,69
NY,Delaware,41.957363,-75.29541800000001,102
NY,Dutchess,41.556862,-73.779556,3695
NY,Erie,42.94145,-78.76647,4652
NY,Essex,44.443924,-73.490891,77
NY,Franklin,44.905754,-74.356633,46
NY,Fulton,43.105717,-74.769083,19
NY,Genesee,43.003693,-78.412064,544
NY,Greene,42.250465000000005,-73.884209,461
NY,Hamilton,43.9794,-74.343712,8
NY,Herkimer,43.017681,-74.989609,216
NY,Jefferson,44.01828,-75.76493,88
NY,Kings,40.654079,-74.007675,7106
NY,Lewis,43.615590000000005,-75.36849000000001,35
NY,Livingston,42.82269,-77.73671,93
NY,Madison,43.092476,-75.747101,198
NY,Monroe,43.100197,-77.547005,14052
NY,Montgomery,42.9698,-74.08355999999999,354
NY,Nassau,40.703041,-73.566048,8029
NY,New York,40.704742,-73.995041,7411
NY,Niagara,43.07361,-78.99091999999999,457
NY,Oneida,43.04929,-75.233482,2232
NY,Onondaga,43.102579,-76.20461800000001,4222
NY,Ontario,42.978516,-77.232529,579
NY,Orange,41.477081,-74.312302,2020
NY,Orleans,43.346368,-78.465958,35
NY,Oswego,43.31831,-76.41242,140
NY,Otsego,42.717098,-75.049751,81
NY,Putnam,41.389248,-73.542633,2027
NY,Queens,40.673615000000005,-73.857185,13786
NY,Rensselaer,42.489758,-73.677544,1398
NY,Richmond,40.61025,-74.10509,2092
NY,Rockland,41.035934000000005,-73.946007,3620
NY,Saint Lawrence,44.45167,-74.80145,7
NY,Saratoga,42.972506,-73.831128,2443
NY,Schenectady,42.811489,-73.95063,926
NY,Schoharie,42.714466,-74.273552,128
NY,Schuyler,42.368572,-76.871442,17
NY,Seneca,42.958527,-76.90947800000001,159
NY,St. Lawrence,44.720473,-74.912165,47
NY,Steuben,42.39772,-77.40094,65
NY,Suffolk,40.73724,-73.172539,8268
NY,Sullivan,41.663549,-74.70411999999999,98
NY,Tioga,42.256903,-76.507412,95
NY,Tompkins,42.54822,-76.36169,58
NY,Ulster,41.736752,-74.063766,932
NY,Warren,43.297569,-73.678947,706
NY,Washington,43.554192,-73.40007,309
NY,Wayne,43.23284,-77.18698,45
NY,Westchester,40.91221,-73.875099,14071
NY,Wyoming,42.771055,-78.38873000000001,46
NY,Yates,42.70476,-77.27156,11
OH,Adams,38.687923,-83.61455500000001,19
OH,Allen,40.824940000000005,-83.999305,106
OH,Ashland,41.02901,-82.30485999999999,63
OH,Ashtabula,41.533802,-80.621658,62
OH,Athens,39.36231,-82.10600000000001,38
OH,Auglaize,40.60826,-84.3585,55
OH,Belmont,40.072201,-80.969383,112
OH,Brown,39.046594,-83.922221,50
OH,Butler,39.373409,-84.365509,448
OH,Carroll,40.553377000000005,-81.100001,18
OH,Champaign,40.07835,-83.602692,22
OH,Clark,39.903915000000005,-84.043602,314
OH,Clermont,39.22331,-84.27557,333
OH,Clinton,39.485424,-83.94279499999999,86
OH,Columbiana,40.888208,-80.723656,68
OH,Coshocton,40.24593,-81.829567,3
OH,Crawford,40.76233,-82.7988,10
OH,Cuyahoga,41.31064,-81.78531,5916
OH,Darke,40.192764,-84.682037,44
OH,Defiance,41.332081,-84.284966,19
OH,Delaware,40.241619,-83.051079,1679
OH,Erie,41.324383000000005,-82.601365,87
OH,Fairfield,39.84384,-82.78208000000001,306
OH,Fayette,39.622,-83.60361999999999,30
OH,Franklin,40.070709,-83.134422,10180
OH,Fulton,41.67101,-84.026114,93
OH,Gallia,38.92624,-82.28259,10
OH,Geauga,41.548651,-81.05183000000001,371
OH,Greene,39.737621,-84.093735,411
OH,Guernsey,40.145859,-81.550598,63
OH,Hamilton,39.268185,-84.36068,6529
OH,Hancock,40.827133,-83.65142800000001,121
OH,Hardin,40.789162,-83.64456899999999,10
OH,Harrison,40.220096000000005,-81.00084,40
OH,Henry,41.40811,-84.13189,43
OH,Highland,39.316995,-83.405963,51
OH,Hocking,39.559403,-82.493907,36
OH,Holmes,40.530263,-81.918904,45
OH,Huron,41.235107,-82.60991700000001,49
OH,Jackson,38.97606,-82.52041,30
OH,Jefferson,40.358337,-80.77379599999999,12
OH,Knox,40.342676,-82.274106,53
OH,Lake,41.602383,-81.438622,269
OH,Lawrence,38.428203,-82.448748,11
OH,Licking,40.080952,-82.387367,375
OH,Logan,40.39976,-83.748234,31
OH,Lorain,41.351290000000006,-82.02874,364
OH,Lucas,41.691727,-83.563171,1316
OH,Madison,40.01458,-83.30651999999999,254
OH,Mahoning,41.11886,-80.753325,198
