State,County,Start_Lat,Start_Lng,count,State_Name
GA,Wilkes,33.74058,-82.72285,51,Georgia
GA,Wilkinson,32.85516,-83.34716,16,Georgia
GA,Worth,31.510720000000003,-83.7572,55,Georgia
IA,Adair,41.49329,-94.6564,157,Iowa
IA,Adams,40.97838,-94.73113,3,Iowa
IA,Allamakee,43.24067,-91.56651,9,Iowa
IA,Appanoose,40.732529,-92.867943,17,Iowa
IA,Audubon,41.63118,-95.072792,2,Iowa
IA,Benton,41.963588,-92.076666,46,Iowa
IA,Black Hawk,42.491667,-92.339644,113,Iowa
IA,Boone,42.034791,-93.932992,31,Iowa
IA,Bremer,42.7811,-92.53444,10,Iowa
IA,Buchanan,42.447857,-91.921829,45,Iowa
IA,Buena Vista,42.633634,-95.161396,24,Iowa
IA,Butler,42.744681,-92.734309,4,Iowa
IA,Calhoun,42.473783000000005,-94.671254,15,Iowa
IA,Carroll,42.04966,-94.878632,3,Iowa
IA,Cass,41.497839,-95.123866,139,Iowa
IA,Cedar,41.63698,-91.03878,144,Iowa
IA,Cerro Gordo,43.133747,-93.355896,57,Iowa
IA,Cherokee,42.76828,-95.553351,29,Iowa
IA,Chickasaw,42.9651,-92.20409,13,Iowa
IA,Clarke,41.0659,-93.78125,21,Iowa
IA,Clay,43.126602,-95.160673,23,Iowa
IA,Clayton,42.693643,-91.07356,24,Iowa
IA,Clinton,41.815541,-90.384038,60,Iowa
IA,Crawford,42.004967,-95.367226,12,Iowa
IA,Dallas,41.512023,-94.198418,363,Iowa
IA,Davis,40.693691,-92.505692,8,Iowa
IA,Decatur,40.74373,-93.84159,34,Iowa
IA,Delaware,42.630825,-91.3657,15,Iowa
IA,Des Moines,40.834861,-91.302448,20,Iowa
IA,Dickinson,43.417568,-95.094017,12,Iowa
IA,Dubuque,42.495483,-90.663221,52,Iowa
IA,Fayette,42.64228,-91.9087,24,Iowa
IA,Floyd,43.121063,-92.738724,20,Iowa
IA,Franklin,42.887288,-93.350883,33,Iowa
IA,Fremont,40.811322,-95.805898,62,Iowa
IA,Greene,42.034111,-94.184269,9,Iowa
IA,Grundy,42.462791,-92.931901,17,Iowa
IA,Guthrie,41.834876,-94.362995,9,Iowa
IA,Hamilton,42.448865000000005,-93.633674,87,Iowa
IA,Hancock,43.10471,-93.71582,9,Iowa
IA,Hardin,42.46075,-93.04412,17,Iowa
IA,Harrison,41.5499,-95.91729,60,Iowa
IA,Henry,40.914757,-91.4151,20,Iowa
IA,Howard,43.485525,-92.353309,9,Iowa
IA,Humboldt,42.731812,-94.227081,5,Iowa
IA,Ida,42.547562,-95.584419,11,Iowa
IA,Iowa,41.687139,-91.980317,106,Iowa
IA,Jackson,42.163928000000006,-90.675734,17,Iowa
IA,Jasper,41.694557,-92.799438,207,Iowa
IA,Jefferson,40.91377,-91.94856,24,Iowa
IA,Johnson,41.687568,-91.79797,553,Iowa
IA,Jones,42.080631,-91.2733,22,Iowa
IA,Keokuk,41.363995,-91.954971,7,Iowa
IA,Kossuth,43.38559,-94.08884,12,Iowa
IA,Lee,40.639042,-91.556976,23,Iowa
IA,Linn,42.019909000000006,-91.550224,618,Iowa
IA,Louisa,41.102431,-91.180691,13,Iowa
IA,Lucas,41.000111,-93.250763,13,Iowa
IA,Lyon,43.43191,-96.17545,14,Iowa
IA,Madison,41.49366,-94.23755,15,Iowa
IA,Mahaska,41.389996,-92.65592,46,Iowa
IA,Marion,41.423748,-93.302925,19,Iowa
IA,Marshall,42.00728,-92.98687,34,Iowa
IA,Mills,41.030621,-95.67099,56,Iowa
IA,Mitchell,43.314913,-92.810679,7,Iowa
IA,Monona,42.18264,-95.822571,20,Iowa
IA,Monroe,41.146999,-92.908569,8,Iowa
IA,Montgomery,41.145363,-95.214226,2,Iowa
IA,Muscatine,41.415592,-91.088107,22,Iowa
IA,O'Brien,43.186083,-95.703228,17,Iowa
IA,Obrien,43.186035,-95.643944,2,Iowa
IA,Osceola,43.358934000000005,-95.768248,10,Iowa
IA,Page,40.731285,-95.007637,15,Iowa
IA,Palo Alto,43.133195,-94.75785,17,Iowa
IA,Plymouth,42.81956,-96.17463,40,Iowa
IA,Pocahontas,42.82039,-94.67894,10,Iowa
IA,Polk,41.597691,-93.718437,3545,Iowa
IA,Pottawattamie,41.496861,-95.584419,769,Iowa
IA,Poweshiek,41.695671,-92.447006,92,Iowa
IA,Ringgold,40.711,-94.20514,7,Iowa
IA,Sac,42.475274,-95.278854,19,Iowa
IA,Scott,41.60389,-90.66676,352,Iowa
IA,Shelby,41.57834,-95.33479,7,Iowa
IA,Sioux,42.951895,-96.034909,29,Iowa
IA,Story,41.877819,-93.571083,269,Iowa
IA,Tama,41.96412,-92.38278,11,Iowa
IA,Union,41.036059,-94.394065,10,Iowa
IA,Wapello,41.009472,-92.388626,73,Iowa
IA,Warren,41.227844,-93.781563,135,Iowa
IA,Washington,41.424304,-91.551357,10,Iowa
IA,Wayne,40.870536,-93.499483,5,Iowa
IA,Webster,42.446091,-94.186302,7,Iowa
IA,Winnebago,43.27012,-93.63352,7,Iowa
IA,Winneshiek,43.320711,-92.014242,15,Iowa
IA,Woodbury,42.488419,-96.399811,231,Iowa
IA,Worth,43.284466,-93.349754,20,Iowa
IA,Wright,42.571831,-93.549423,13,Iowa
ID,Ada,43.594297,-116.448243,1375,Idaho
ID,Adams,45.180899,-116.30158,30,Idaho
ID,Bannock,42.998991,-112.412055,141,Idaho
ID,Bear Lake,42.261151,-111.400788,16,Idaho
ID,Benewah,47.346616,-116.723466,31,Idaho
ID,Bingham,43.307319,-112.180701,117,Idaho
ID,Blaine,43.390506,-113.650017,14,Idaho
ID,Boise,44.061432,-116.123208,42,Idaho
ID,Bonner,48.286487,-116.35182,57,Idaho
ID,Bonneville,43.553268,-111.94406399999998,150,Idaho
ID,Boundary,48.95143,-116.28029,35,Idaho
ID,Butte,43.489888,-113.537104,9,Idaho
ID,Camas,43.34242,-114.899205,3,Idaho
ID,Canyon,43.65889,-116.657,625,Idaho
ID,Caribou,42.655145000000005,-111.675579,5,Idaho
ID,Cassia,42.597652,-113.23991399999998,101,Idaho
ID,Clark,44.24203,-112.22883,35,Idaho
ID,Clearwater,46.46022,-116.23031,6,Idaho
ID,Custer,44.263804,-114.804827,8,Idaho
ID,Elmore,43.13158,-115.6572,150,Idaho
ID,Franklin,41.99941,-111.81279,7,Idaho
ID,Fremont,44.670403,-111.287704,29,Idaho
ID,Gem,43.872248,-116.622388,11,Idaho
ID,Gooding,42.93795,-115.00034,34,Idaho
ID,Idaho,46.373637,-115.262605,55,Idaho
ID,Jefferson,43.626818,-111.943836,25,Idaho
ID,Jerome,42.60241,-114.45315,159,Idaho
ID,Kootenai,47.880223,-116.857343,336,Idaho
ID,Latah,46.634784,-116.999362,32,Idaho
ID,Lemhi,44.45642,-113.24125,6,Idaho
ID,Lewis,46.27757,-116.598718,20,Idaho
ID,Lincoln,43.158913,-114.338775,20,Idaho
ID,Madison,43.744828000000005,-111.857726,9,Idaho
ID,Minidoka,42.568639000000005,-113.823328,37,Idaho
ID,Nez Perce,46.4778,-116.76832,28,Idaho
ID,Oneida,42.321985,-112.218099,46,Idaho
ID,Owyhee,42.4483,-115.88788999999998,16,Idaho
ID,Payette,44.081752,-116.923081,80,Idaho
ID,Power,42.62465,-113.09425,42,Idaho
ID,Shoshone,47.531252,-116.081631,93,Idaho
ID,Teton,43.543420000000005,-111.04551,10,Idaho
ID,Twin Falls,42.59863,-114.45434,72,Idaho
ID,Valley,44.853759,-116.09085,26,Idaho
ID,Washington,44.219668,-116.942788,22,Idaho
IL,Adams,39.93668,-91.381027,6,Illinois
IL,Alexander,37.0357,-89.20295,2,Illinois
IL,Bond,38.852844,-89.454773,33,Illinois
IL,Boone,42.234043,-88.814316,123,Illinois
IL,Brown,39.991669,-90.773582,1,Illinois
IL,Bureau,41.399288,-89.469208,51,Illinois
IL,Carroll,42.158085,-90.180595,15,Illinois
IL,Cass,39.96093,-90.236433,7,Illinois
IL,Champaign,40.116474,-88.21923100000001,98,Illinois
IL,Christian,39.393085,-89.09008,6,Illinois
IL,Clark,39.42775,-87.56031,26,Illinois
IL,Clinton,38.537299,-89.288882,9,Illinois
IL,Coles,39.481297,-88.32157099999999,20,Illinois
IL,Cook,42.153564,-87.988268,30876,Illinois
IL,Cumberland,39.330853000000005,-88.433266,21,Illinois
IL,De Witt,40.25406,-88.62933000000001,7,Illinois
IL,DeKalb,41.899548,-88.87175,111,Illinois
IL,Dekalb,41.703545,-88.75233100000001,9,Illinois
IL,Dewitt,40.25165,-88.64255,1,Illinois
IL,Douglas,39.681828,-88.292213,6,Illinois
IL,DuPage,41.80175,-88.16736999999999,13913,Illinois
IL,Dupage,41.773296,-87.993965,5194,Illinois
IL,Effingham,39.04398,-88.74772,81,Illinois
IL,Fayette,38.83984,-88.78511800000001,25,Illinois
IL,Ford,40.459251,-88.09078199999999,10,Illinois
IL,Franklin,37.90109,-88.94659,65,Illinois
IL,Fulton,40.534251,-89.947738,6,Illinois
IL,Gallatin,37.907599,-88.16246600000001,1,Illinois
IL,Greene,39.519579,-90.211021,7,Illinois
IL,Grundy,41.260897,-88.24617099999999,139,Illinois
IL,Hancock,40.414963,-91.132767,2,Illinois
IL,Henderson,40.862392,-90.965492,4,Illinois
IL,Henry,41.440022,-90.318153,46,Illinois
IL,Iroquois,40.714703,-88.028076,77,Illinois
IL,Jackson,37.92105,-89.23432,4,Illinois
IL,Jasper,38.989902,-88.161201,4,Illinois
IL,Jefferson,38.15826,-88.91376,83,Illinois
IL,Jersey,39.118136,-90.5631,9,Illinois
IL,Jo Daviess,42.421688,-90.430008,13,Illinois
IL,Johnson,37.55802,-89.02986,29,Illinois
IL,Kane,42.03027,-88.27771,3589,Illinois
IL,Kankakee,41.11874,-87.835571,84,Illinois
IL,Kendall,41.60773,-88.25779,87,Illinois
IL,Kenosha,42.49491,-87.97157,1,Illinois
IL,Knox,40.911381,-90.249062,19,Illinois
IL,La Salle,41.475244,-88.81547900000001,7,Illinois
IL,LaSalle,41.36752,-89.01501,142,Illinois
IL,Lake,42.229309,-88.144798,16772,Illinois
IL,Lawrence,38.739239000000005,-87.684341,1,Illinois
IL,Lee,41.803421,-89.05403100000001,54,Illinois
IL,Livingston,40.801697,-88.699326,29,Illinois
IL,Logan,40.112701,-89.41671,40,Illinois
IL,Macon,39.865639,-88.972939,41,Illinois
IL,Macoupin,39.072197,-89.755554,21,Illinois
IL,Madison,38.743318,-89.909437,415,Illinois
IL,Marion,38.626015,-88.97183199999999,31,Illinois
IL,Marshall,40.984196,-89.05658000000001,16,Illinois
IL,Mason,40.29895,-90.062263,10,Illinois
IL,Massac,37.161274,-88.682991,25,Illinois
IL,McDonough,40.40659,-90.85537,4,Illinois
IL,McHenry,42.418697,-88.61349,266,Illinois
IL,McLean,40.455097,-88.96831999999999,99,Illinois
IL,Mchenry,42.310345,-88.190765,106,Illinois
IL,Menard,40.007542,-89.848244,4,Illinois
IL,Mercer,41.328659,-90.69696,1,Illinois
IL,Monroe,38.47908,-90.223755,25,Illinois
IL,Montgomery,39.300954,-89.565248,30,Illinois
IL,Morgan,39.73703,-90.04231999999999,13,Illinois
IL,Ogle,41.904949,-89.019737,64,Illinois
IL,Peoria,40.656658,-89.64340200000001,117,Illinois
IL,Perry,38.080432,-89.399364,6,Illinois
IL,Piatt,40.219429,-88.500237,8,Illinois
IL,Pike,39.718712,-91.194946,12,Illinois
IL,Pulaski,37.095662,-89.187979,9,Illinois
IL,Putnam,41.104768,-89.331882,5,Illinois
IL,Randolph,38.12183,-89.669724,8,Illinois
IL,Richland,38.589722,-88.06121800000001,3,Illinois
IL,Rock Island,41.484261,-90.588974,94,Illinois
IL,Saint Clair,38.560677,-89.880165,15,Illinois
IL,Saline,37.70672,-88.57105,6,Illinois
IL,Sangamon,39.789089,-89.59877,167,Illinois
IL,Scott,39.681061,-90.506363,4,Illinois
IL,Shelby,39.399731,-88.80686999999999,2,Illinois
IL,St. Clair,38.622131,-90.124054,515,Illinois
IL,Stark,41.106049,-89.92585,1,Illinois
IL,Stephenson,42.467831,-89.653336,8,Illinois
IL,Tazewell,40.5676,-89.653572,1013,Illinois
IL,Union,37.469636,-89.13138199999999,26,Illinois
IL,Vermilion,40.127056,-87.68085500000001,47,Illinois
IL,Walworth,42.49506,-88.59942,3,Illinois
IL,Warren,40.84993,-90.74946,6,Illinois
IL,Washington,38.391701,-89.315208,31,Illinois
IL,Wayne,38.268095,-88.446145,10,Illinois
IL,White,38.250183,-88.229988,19,Illinois
IL,Whiteside,41.751526,-89.692192,21,Illinois
IL,Will,41.511723,-88.113228,1911,Illinois
IL,Williamson,37.62193,-88.98718000000001,60,Illinois
IL,Winnebago,42.219784,-89.07222,327,Illinois
IL,Woodford,40.722359,-89.0343,36,Illinois
IN,Adams,40.7768,-84.8406,25,Indiana
IN,Allen,40.954788,-85.162614,415,Indiana
IN,Bartholomew,39.186081,-85.930458,396,Indiana
IN,Benton,40.564205,-87.526276,1,Indiana
IN,Boone,39.924939,-86.58699399999999,746,Indiana
IN,Brown,39.098955,-86.21369200000001,9,Indiana
IN,Carroll,40.546939,-86.39198,14,Indiana
IN,Cass,40.808268,-86.346006,14,Indiana
IN,Clark,38.339871,-85.753751,441,Indiana
IN,Clay,39.451292,-87.195042,50,Indiana
IN,Clinton,40.213242,-86.59512600000001,50,Indiana
IN,Crawford,38.24226,-86.359802,18,Indiana
IN,Daviess,38.87856,-86.91727,20,Indiana
IN,De Kalb,41.438119,-85.15969399999999,4,Indiana
IN,DeKalb,41.43606,-85.05341999999999,24,Indiana
IN,Dearborn,39.095299,-84.851067,111,Indiana
IN,Decatur,39.31786,-85.365498,37,Indiana
IN,Delaware,40.276749,-85.55776999999999,131,Indiana
IN,Dubois,38.205490000000005,-86.866364,27,Indiana
IN,Elkhart,41.507489,-85.834804,156,Indiana
IN,Fayette,39.630553000000006,-85.23814899999999,17,Indiana
IN,Floyd,38.336899,-85.816788,372,Indiana
IN,Fountain,40.12402,-87.25007,45,Indiana
IN,Franklin,39.337193,-84.90853100000001,16,Indiana
IN,Fulton,41.17235,-86.24197,10,Indiana
IN,Gibson,38.16693,-87.560488,44,Indiana
IN,Grant,40.480209,-85.719799,62,Indiana
IN,Greene,39.04348,-86.84474,27,Indiana
IN,Hamilton,39.963436,-86.002892,597,Indiana
IN,Hancock,39.82127,-85.76276999999999,263,Indiana
IN,Harrison,38.241388,-86.12706,25,Indiana
IN,Hendricks,39.697426,-86.355637,810,Indiana
IN,Henry,39.853076,-85.33921,202,Indiana
IN,Howard,40.487728,-86.165001,150,Indiana
IN,Huntington,40.83125,-85.35031,37,Indiana
IN,Jackson,38.959431,-85.845001,154,Indiana
IN,Jasper,40.76247,-87.11740999999999,167,Indiana
IN,Jay,40.45112,-85.15048,15,Indiana
IN,Jefferson,38.82415,-85.63794,9,Indiana
IN,Jennings,39.012698,-85.637487,27,Indiana
IN,Johnson,39.54656,-86.03891999999999,288,Indiana
IN,Knox,38.702197,-87.483661,28,Indiana
IN,Kosciusko,41.205443,-85.708855,32,Indiana
IN,La Porte,41.672371000000005,-86.63638,29,Indiana
IN,LaGrange,41.755161,-85.431564,37,Indiana
IN,LaPorte,41.59075,-86.89695,133,Indiana
IN,Lagrange,41.52447,-85.57791,12,Indiana
IN,Lake,41.5749,-87.27062,2085,Indiana
IN,Lawrence,38.773926,-86.47494499999999,17,Indiana
IN,Madison,39.992712,-85.857414,327,Indiana
IN,Marion,39.922646,-86.11689,13388,Indiana
IN,Marshall,41.36187,-86.31393,31,Indiana
IN,Martin,38.600457,-86.686993,28,Indiana
IN,Miami,40.78224,-86.05594,26,Indiana
IN,Monroe,39.174240000000005,-86.550453,80,Indiana
IN,Montgomery,40.04999,-86.81596,98,Indiana
IN,Morgan,39.368421000000005,-86.484386,94,Indiana
IN,Newton,41.144539,-87.370103,36,Indiana
IN,Noble,41.45181,-85.58627,36,Indiana
IN,Ohio,38.91272,-84.915863,3,Indiana
IN,Orange,38.55818,-86.46301,7,Indiana
IN,Owen,39.258474,-86.80517900000001,15,Indiana
IN,Parke,39.76257,-87.219247,15,Indiana
IN,Perry,38.22359,-86.70561,20,Indiana
IN,Pike,38.31276,-87.14591999999999,17,Indiana
IN,Porter,41.624416,-87.045967,195,Indiana
IN,Posey,37.94352,-87.85081,23,Indiana
IN,Pulaski,40.953048,-86.545169,3,Indiana
IN,Putnam,39.546157,-86.72891700000001,136,Indiana
IN,Randolph,40.164021000000005,-84.978668,42,Indiana
IN,Ripley,39.050401,-85.122864,50,Indiana
IN,Rush,39.482342,-85.47862099999999,31,Indiana
IN,Scott,38.612433,-85.7813,54,Indiana
IN,Shelby,39.522949,-85.777008,236,Indiana
IN,Spencer,37.899931,-87.09105699999999,66,Indiana
IN,St Joseph,41.705126,-86.51968199999999,7,Indiana
IN,St. Joseph,41.730540000000005,-86.32786999999999,109,Indiana
IN,Starke,41.4131,-86.48850999999999,12,Indiana
IN,Steuben,41.73534,-84.980426,62,Indiana
IN,Sullivan,39.050817,-87.409328,9,Indiana
IN,Switzerland,38.694894,-85.200535,4,Indiana
IN,Tippecanoe,40.376912,-86.784936,107,Indiana
IN,Tipton,40.274117,-86.184517,28,Indiana
IN,Union,39.69038,-84.927513,7,Indiana
IN,Vanderburgh,38.148394,-87.550961,158,Indiana
IN,Vermillion,40.11993,-87.456474,27,Indiana
IN,Vigo,39.269675,-87.38861999999999,152,Indiana
IN,Wabash,40.964396,-85.793768,33,Indiana
IN,Warren,40.142037,-87.433334,17,Indiana
IN,Warrick,38.187683,-87.354299,38,Indiana
IN,Washington,38.61799,-86.06426,11,Indiana
IN,Wayne,39.826813,-84.908905,685,Indiana
IN,Wells,40.69907,-85.16599000000001,4,Indiana
IN,White,40.60204,-86.9769,38,Indiana
IN,Whitley,41.1267,-85.37649,29,Indiana
KS,Allen,37.92604,-95.37962,3,Kansas
KS,Bourbon,37.77122,-94.70612,1,Kansas
KS,Brown,39.84068,-95.53173,1,Kansas
KS,Butler,38.065681,-96.611275,12,Kansas
KS,Chase,38.36346,-96.65913,6,Kansas
KS,Cherokee,37.174751,-94.618279,3,Kansas
KS,Cowley,37.236408,-96.987129,1,Kansas
KS,Crawford,37.51365,-94.70547,5,Kansas
KS,Dickinson,38.88589,-97.11201,1,Kansas
KS,Douglas,39.018031,-95.501077,26,Kansas
KS,Edwards,37.92983,-99.40581,1,Kansas
KS,Elk,37.381202,-96.272571,3,Kansas
KS,Ellis,38.878440000000005,-99.14777,4,Kansas
KS,Ellsworth,38.8485,-98.17375,11,Kansas
KS,Finney,38.05904,-100.3537,4,Kansas
KS,Ford,37.721712,-100.016054,13,Kansas
KS,Franklin,38.70285,-95.08033,3,Kansas
KS,Geary,39.089657,-96.714111,4,Kansas
KS,Gove,39.1195,-100.810327,1,Kansas
KS,Greeley,38.463762,-101.734071,2,Kansas
KS,Harvey,38.14206,-97.41389,1,Kansas
KS,Hodgeman,38.088243,-99.900006,2,Kansas
KS,Jackson,39.392142,-95.740821,4,Kansas
KS,Jefferson,39.08693,-95.46508,2,Kansas
KS,Johnson,38.93532,-94.72042,4414,Kansas
KS,Kiowa,37.583477,-99.467229,6,Kansas
KS,Labette,37.0484,-95.36099,4,Kansas
KS,Leavenworth,39.082928,-94.946411,16,Kansas
KS,Logan,39.13114,-100.81841,3,Kansas
KS,Lyon,38.665407,-96.018002,29,Kansas
KS,Marshall,39.84158,-96.42302,2,Kansas
KS,McPherson,38.314141,-97.616368,2,Kansas
KS,Miami,38.726192,-94.6762,12,Kansas
KS,Montgomery,37.36098,-95.70091,6,Kansas
KS,Morris,38.66107,-96.49059,1,Kansas
KS,Neosho,37.689816,-95.453972,8,Kansas
KS,Ness,38.45282,-99.90504,1,Kansas
KS,Norton,39.876025,-99.720958,6,Kansas
KS,Osage,38.78573,-95.68314,8,Kansas
KS,Pawnee,38.166564,-99.111976,3,Kansas
KS,Phillips,39.995466,-99.366737,7,Kansas
KS,Pottawatomie,39.21012,-96.305558,12,Kansas
KS,Pratt,37.647556,-98.716292,7,Kansas
KS,Reno,37.887178000000006,-98.196691,8,Kansas
KS,Republic,39.812802000000005,-97.645956,1,Kansas
KS,Riley,39.299031,-96.7557,4,Kansas
KS,Rush,38.69687,-99.31957,1,Kansas
KS,Russell,38.85706,-98.58208,7,Kansas
KS,Saline,38.874207,-97.652045,11,Kansas
KS,Sedgwick,37.674564,-97.377752,323,Kansas
KS,Shawnee,39.00911,-95.72882,87,Kansas
KS,Sherman,39.32908,-101.71803,2,Kansas
KS,Sumner,37.247063,-97.338867,14,Kansas
KS,Thomas,39.36502,-101.05867,4,Kansas
KS,Trego,39.010975,-99.871513,4,Kansas
KS,Wabaunsee,39.06584,-96.194399,9,Kansas
KS,Wilson,37.615978000000005,-95.896267,8,Kansas
KS,Wyandotte,39.105335,-94.709862,2300,Kansas
KY,Adair,37.089119,-85.301392,1,Kentucky
KY,Allen,36.681698,-86.252625,1,Kentucky
KY,Anderson,37.97603,-84.87077,5,Kentucky
KY,Ballard,36.988831,-88.95266099999999,2,Kentucky
KY,Barren,36.98349,-85.89479,10,Kentucky
KY,Bath,38.1289,-83.74735,10,Kentucky
KY,Bell,36.725495,-83.690112,5,Kentucky
KY,Boone,38.90751,-84.61783,609,Kentucky
KY,Boyd,38.38047,-82.60451,17,Kentucky
KY,Boyle,37.633732,-84.771889,6,Kentucky
KY,Bracken,38.762686,-84.16874,3,Kentucky
KY,Breathitt,37.551766,-83.458471,6,Kentucky
KY,Bullitt,37.91996,-85.68748000000001,92,Kentucky
KY,Butler,37.171116,-86.665888,2,Kentucky
KY,Caldwell,36.96852,-87.87968000000001,4,Kentucky
KY,Calloway,36.573835,-88.315287,2,Kentucky
KY,Campbell,39.098518,-84.48921999999999,454,Kentucky
KY,Carroll,38.64773,-85.12034,28,Kentucky
KY,Carter,38.32587,-83.11389,12,Kentucky
KY,Christian,36.869542,-87.486165,21,Kentucky
KY,Clark,38.01243,-84.21306,13,Kentucky
KY,Clay,37.171368,-83.58727900000001,7,Kentucky
KY,Daviess,37.780196,-87.082238,9,Kentucky
KY,Edmonson,37.069461,-86.09147800000001,2,Kentucky
KY,Estill,37.783679,-84.009201,1,Kentucky
KY,Fayette,38.070428,-84.504543,2225,Kentucky
KY,Fleming,38.233269,-83.66323100000001,1,Kentucky
KY,Floyd,37.677208,-82.792404,3,Kentucky
KY,Franklin,38.183828000000005,-84.818046,36,Kentucky
KY,Gallatin,38.802441,-84.728841,14,Kentucky
KY,Garrard,37.692028,-84.661827,2,Kentucky
KY,Grant,38.682678,-84.601967,27,Kentucky
KY,Graves,36.599337,-88.802432,1,Kentucky
KY,Grayson,37.49099,-86.20421999999999,4,Kentucky
KY,Greenup,38.534069,-82.834595,7,Kentucky
KY,Hancock,37.89817,-86.75536,1,Kentucky
KY,Hardin,37.59591,-85.868663,57,Kentucky
KY,Harrison,38.478258,-84.45707800000001,3,Kentucky
KY,Hart,37.324913,-85.906456,25,Kentucky
KY,Henderson,37.811043,-87.622681,7,Kentucky
KY,Henry,38.521111,-85.23365799999999,17,Kentucky
KY,Hopkins,37.340336,-87.498306,5,Kentucky
KY,Jefferson,38.23583,-85.61639,8473,Kentucky
KY,Jessamine,37.905453,-84.562237,13,Kentucky
KY,Johnson,37.785921,-82.828377,1,Kentucky
KY,Kenton,39.023785,-84.571922,2564,Kentucky
KY,Knox,36.94669,-84.05104,2,Kentucky
KY,Larue,37.474976,-85.881439,7,Kentucky
KY,Laurel,37.106937,-83.978264,16,Kentucky
KY,Lawrence,37.940383,-82.678004,3,Kentucky
KY,Lee,37.5602,-83.591316,1,Kentucky
KY,Leslie,37.185075,-83.427719,2,Kentucky
KY,Letcher,37.155197,-82.66068299999999,1,Kentucky
KY,Lewis,38.587256,-83.32700000000001,3,Kentucky
KY,Livingston,37.042840000000005,-88.26463000000001,3,Kentucky
KY,Logan,36.982045,-86.953709,6,Kentucky
KY,Lyon,37.07132,-88.08518199999999,6,Kentucky
KY,Madison,37.87206,-84.33343,54,Kentucky
KY,Marion,37.57531,-85.23576,1,Kentucky
KY,Marshall,36.75649,-88.30396999999999,8,Kentucky
KY,Mason,38.65102,-83.77089000000001,6,Kentucky
KY,McCracken,37.048293,-88.648992,16,Kentucky
KY,Mccracken,37.06693,-88.800398,2,Kentucky
KY,Meade,37.91583,-85.9848,2,Kentucky
KY,Menifee,37.94854,-83.75932,1,Kentucky
KY,Mercer,37.838402,-84.849672,1,Kentucky
KY,Metcalfe,36.893478,-85.66189200000001,4,Kentucky
KY,Monroe,36.699792,-85.688066,1,Kentucky
KY,Montgomery,38.079440000000005,-83.94471999999999,11,Kentucky
KY,Nelson,37.795349,-85.43218900000001,10,Kentucky
KY,Ohio,37.358157,-86.828261,5,Kentucky
KY,Oldham,38.40196,-85.37113000000001,82,Kentucky
KY,Owen,38.416631,-84.861968,1,Kentucky
KY,Pendleton,38.785259,-84.349648,4,Kentucky
KY,Pike,37.51416,-82.485324,3,Kentucky
KY,Powell,37.850658,-83.951103,6,Kentucky
KY,Pulaski,37.157333,-84.50604200000001,2,Kentucky
KY,Rockcastle,37.513345,-84.32175699999999,16,Kentucky
KY,Rowan,38.18405,-83.55066,16,Kentucky
KY,Scott,38.134148,-84.630575,37,Kentucky
KY,Shelby,38.15478,-85.07327,38,Kentucky
KY,Simpson,36.713803000000006,-86.523299,7,Kentucky
KY,Spencer,38.146629,-85.424088,2,Kentucky
KY,Trigg,36.881805,-87.735222,5,Kentucky
KY,Trimble,38.578332,-85.18001600000001,5,Kentucky
KY,Warren,36.90855,-86.434464,35,Kentucky
KY,Webster,37.611436,-87.49852800000001,2,Kentucky
KY,Whitley,36.792736,-84.169601,28,Kentucky
KY,Wolfe,37.739948,-83.656609,5,Kentucky
KY,Woodford,38.06604,-84.73626,22,Kentucky
LA,Acadia,30.247593,-92.193092,79,Louisiana
LA,Allen,30.467001,-92.860588,1,Louisiana
LA,Ascension,30.318623,-90.991738,258,Louisiana
LA,Assumption,30.00088,-91.05425,4,Louisiana
LA,Avoyelles,30.884155,-92.226936,4,Louisiana
LA,Beauregard,30.845501,-93.298531,5,Louisiana
LA,Bienville,32.562714,-93.117066,34,Louisiana
LA,Bossier,32.538654,-93.766441,350,Louisiana
LA,Caddo,32.472916,-93.796127,4945,Louisiana
LA,Calcasieu,30.23708,-93.25941,591,Louisiana
LA,Caldwell,32.17945,-91.9873,4,Louisiana
LA,Cameron,29.929359,-93.079178,1,Louisiana
LA,Claiborne,32.951516,-92.765426,4,Louisiana
LA,Concordia,31.566189,-91.427291,2,Louisiana
LA,De Soto,32.119846,-93.608467,5,Louisiana
LA,East Baton Rouge,30.420996,-91.140549,26283,Louisiana
LA,East Feliciana,30.690163,-91.147911,10,Louisiana
LA,Evangeline,30.819794,-92.221649,1,Louisiana
LA,Franklin,32.157104,-91.680847,3,Louisiana
LA,Iberia,29.982537,-91.856185,6,Louisiana
LA,Iberville,30.40082,-91.50634,171,Louisiana
LA,Jefferson,30.008568,-90.219955,1202,Louisiana
LA,Jefferson Davis,30.2424,-92.63037,53,Louisiana
LA,La Salle,31.473238,-92.096664,1,Louisiana
LA,Lafayette,30.135435,-92.009377,5581,Louisiana
LA,Lafourche,29.1625,-90.177621,16,Louisiana
LA,Lincoln,32.54006,-92.64282,13,Louisiana
LA,Livingston,30.464523,-90.917725,254,Louisiana
LA,Madison,32.329739000000004,-91.024101,19,Louisiana
LA,Morehouse,32.770206,-91.924141,4,Louisiana
LA,Natchitoches,31.760775,-93.085175,8,Louisiana
LA,Orleans,29.9518,-90.06726,7730,Louisiana
LA,Ouachita,32.498058,-92.138367,54,Louisiana
LA,Plaquemines,29.87569,-90.01382,7,Louisiana
