ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-1081985,2,38.672535,-90.449135,Saint Louis,St. Louis County,MO,50,50,68,29.72,10,6,0
A-3448242,2,39.15567,-94.49812,Kansas City,Clay,MO,75,75,64,29.01,10,5,0
A-299120,3,32.913242,-96.873154,Dallas,Dallas,TX,86,,62,30.15,10,8.1,
A-26525,2,38.541584,-121.473946,Sacramento,Sacramento,CA,66,,60,29.78,10,5.8,
A-624815,2,40.000088,-105.102707,Lafayette,Boulder,CO,60,60,30,25.09,10,0,0
A-733009,3,34.154133,-118.467949,Sherman Oaks,Los Angeles,CA,81,81,58,29.03,10,5,0
A-3423314,2,37.487357,-121.941751,Fremont,Alameda,CA,63,63,72,30.02,10,5,
A-2722788,2,34.07231,-118.08187,Rosemead,Los Angeles,CA,59,,59,30.11,10,,
A-3453241,3,42.26404,-88.17898,Wauconda,Lake,IL,68,68,63,29.26,10,8,0
A-3360678,2,34.21989,-117.398539,San Bernardino,San Bernardino,CA,44,44,77,28.78,10,0,0
A-3704623,2,39.162154,-122.147059,Williams,Colusa,CA,50,50,89,30.26,10,13,0
A-1916148,3,39.719193,-104.82682,Aurora,Arapahoe,CO,59.9,,27,29.98,10,4.6,
A-930819,2,34.85524,-82.250351,Greenville,Greenville,SC,64,64,72,28.85,10,8,0
A-784505,2,30.436609,-84.28434,Tallahassee,Leon,FL,72,72,91,29.9,10,7,0
A-4014063,4,37.25046,-121.91199,San Jose,Santa Clara,CA,69.8,,64,29.98,9,13.8,
A-3832830,2,44.96197,-93.26924,Minneapolis,Hennepin,MN,31,23,42,29.4,10,8,0
A-3900612,4,38.85264,-77.122,Falls Church,Fairfax County,VA,10,-2.9,38,30.45,10,9.2,
A-1784178,2,30.281134,-97.678505,Austin,Travis,TX,37,,73,30.33,10,,
A-976997,3,44.967541,-93.22274,Minneapolis,Hennepin,MN,21,9,48,29.25,10,12,0
A-1112203,2,36.210899,-86.733101,Nashville,Davidson,TN,35,29,52,29.71,10,7,0
A-1843854,2,35.338539,-80.963699,Charlotte,Mecklenburg,NC,66,,36,30.19,10,5.8,
A-2175426,3,39.394924,-120.024979,Floriston,Nevada,CA,48.2,,50,29.96,10,21.9,
A-2605542,2,35.179008,-80.734924,Charlotte,Mecklenburg,NC,66.9,,97,29.82,10,17.3,0
A-4029803,4,28.35247,-81.52687,Orlando,Orange,FL,75,,96,29.94,10,4.6,
A-3471310,2,37.696072,-122.105048,San Leandro,Alameda,CA,67,67,39,30.06,10,9,0
A-2241589,3,44.138897,-93.249832,Medford,Steele,MN,30.2,26.7,93,30.2,10,3.5,
A-532942,2,29.63731,-95.248917,Houston,Harris,TX,49,44,80,29.94,10,13,0
A-1346876,3,41.219646,-95.8312,Council Bluffs,Pottawattamie,IA,60,60,60,29.29,10,3,0
A-2557884,2,34.044231,-117.988289,La Puente,Los Angeles,CA,69.8,,49,29.98,10,,
A-2664265,2,40.050461,-75.2939,Gladwyne,Montgomery,PA,66.2,,100,29.95,10,5.8,
A-2453690,3,33.52092,-86.849358,Birmingham,Jefferson,AL,32,24.2,54,30.48,10,9.2,
A-2841156,2,47.622171,-122.32867,Seattle,King,WA,51.1,,83,29.95,10,6.9,
A-3806397,2,37.348629,-121.860378,San Jose,Santa Clara,CA,63,63,63,29.77,10,8,
A-1314817,3,42.569469,-71.425774,Westford,Middlesex,MA,87,87,48,29.46,10,9,0
A-878510,2,32.122875,-111.037865,Tucson,Pima,AZ,49,45,78,27.04,10,8,0
A-1847166,2,30.269373,-81.612206,Jacksonville,Duval,FL,78.1,,62,30.01,10,15,
A-4129109,2,40.76301,-73.69278,New Hyde Park,Nassau,NY,73,,61,30.25,10,16.1,
A-2580535,2,34.431721,-119.252953,Ojai,Ventura,CA,64,,80,29.89,10,8.1,
A-2669763,2,39.766525,-86.167122,Indianapolis,Marion,IN,78.1,,40,30.19,10,4.6,
A-3286947,2,31.807268,-106.260843,El Paso,El Paso,TX,41,41,36,26.11,10,0,
A-3394308,2,33.614162,-117.706779,Lake Forest,Orange,CA,65,65,70,29.91,7,5,0
A-2011875,3,32.750645,-80.828445,Yemassee,Colleton,SC,84,,79,30.04,10,10.4,
A-1097779,2,37.805729,-122.235428,Oakland,Alameda,CA,48,48,44,30.16,10,3,0
A-3089691,2,28.520203,-81.380673,Orlando,Orange,FL,50,50,89,30.12,10,0,0
A-1349992,2,39.291611,-121.667252,Live Oak,Sutter,CA,95,95,29,29.91,10,6,0
A-4025044,4,34.24021,-84.184151,Cumming,Forsyth,GA,87.8,,52,30.05,10,8.1,
A-647983,2,31.05545,-98.178581,Lampasas,Lampasas,TX,68,68,31,29,10,12,0
A-2071039,3,41.062561,-73.862389,Tarrytown,Westchester,NY,77,,66,30,10,5.8,
A-2169726,3,38.592918,-121.551743,West Sacramento,Yolo,CA,66.9,,54,30.06,10,5.8,
A-1112335,2,39.782581,-104.9011,Denver,Denver,CO,34,34,93,24.54,10,0,0
A-481753,2,39.768368,-75.048103,Blackwood,Gloucester,NJ,87.1,,59,29.85,10,15,
A-1626191,2,35.638519,-97.547028,Edmond,Oklahoma,OK,64,,40,29.91,10,8.1,
A-1954212,3,44.964382,-93.233536,Minneapolis,Hennepin,MN,80.1,,71,29.94,10,6.9,
A-2257379,2,39.761467,-86.160118,Indianapolis,Marion,IN,36,29,70,29.86,10,9.2,
A-2553108,3,41.053379,-73.809357,Elmsford,Westchester,NY,46.9,,54,30.35,10,11.5,
A-2184226,2,42.898197,-85.62677,Grand Rapids,Kent,MI,48.9,,83,29.63,10,11.5,
A-3115053,2,41.415871,-72.189972,Oakdale,New London,CT,51,51,96,30.06,3,9,0.08
A-441272,3,34.096596,-118.476944,Los Angeles,Los Angeles,CA,66.9,,73,29.94,9,,
A-4048148,4,37.736916,-75.646843,Accomac,Accomack,VA,75.2,,84,29.97,10,10.4,
A-3607926,2,33.88901,-117.880695,Fullerton,Orange,CA,59,59,67,29.99,10,5,0
A-3974986,2,40.89655,-123.7697,Blue Lake,Humboldt,CA,,,,,,,
A-1936160,3,37.700966,-121.803017,Livermore,Alameda,CA,66.9,,54,29.91,10,6.9,
A-4086417,2,41.83824,-87.63169,Chicago,Cook,IL,39.9,31.1,86,30.23,10,17.3,
A-1418448,2,35.801411,-78.563164,Raleigh,Wake,NC,82,82,38,29.5,10,8,0
A-1814418,3,35.751511,-78.701134,Raleigh,Wake,NC,77,,94,29.4,5,18.4,0.11
A-1867352,3,34.06649,-117.215858,Redlands,San Bernardino,CA,80.6,,48,29.85,5,13.8,
A-2572490,3,41.84576,-71.410995,Providence,Providence,RI,59,,96,29.44,4,6.9,0.03
A-1061100,2,35.365543,-80.827316,Huntersville,Mecklenburg,NC,57,57,94,29.04,1,0,0
A-874316,3,44.862183,-93.237579,Minneapolis,Hennepin,MN,32,27,82,28.68,10,5,0
A-812083,2,47.419079,-122.296829,Seattle,King,WA,60,60,62,29.6,10,6,0
A-2513561,2,38.0131,-122.001846,Concord,Contra Costa,CA,57.9,,60,30.1,10,4.6,
A-3216544,2,33.722523,-84.932287,Villa Rica,Carroll,GA,28,17,69,28.55,10,15,0
A-2475005,3,40.610855,-74.116814,Staten Island,Richmond,NY,42.4,40.7,69,30.21,10,3.5,
A-4224193,2,34.06638,-118.24103,Los Angeles,Los Angeles,CA,79,79,56,29.74,10,0,0
A-3141267,2,41.102331,-73.997865,Nanuet,Rockland,NY,64,64,90,29.76,6,0,0
A-381281,2,40.145119,-75.108559,Willow Grove,Montgomery,PA,63,,21,29.95,10,11.5,
A-4111138,2,40.706214,-74.553703,Basking Ridge,Somerset,NJ,30.9,,89,30.23,10,,
A-241724,3,38.656441,-77.279388,Woodbridge,Prince William,VA,27.5,,93,30.1,10,,
A-1356878,2,37.667416,-121.034554,Modesto,Stanislaus,CA,91,91,30,29.71,10,7,0
A-995026,2,28.564051,-81.37294,Orlando,Orange,FL,44,41,68,29.94,10,6,0
A-3286589,2,25.782402,-80.307184,Miami,Miami-Dade,FL,87,87,67,29.94,10,12,0
A-4125387,2,37.52964,-122.27405,Belmont,San Mateo,CA,64.4,,73,30.15,5,8.1,
A-2920250,3,40.71331,-73.95411,Brooklyn,Kings,NY,59,,94,30.42,4,6.9,9.99
A-3513874,3,41.95206,-87.83687,Chicago,Cook,IL,68,68,87,29.03,10,7,0
A-3149267,2,30.470269,-91.152475,Baton Rouge,East Baton Rouge,LA,61,61,93,30.02,10,9,0
A-502358,3,42.504543,-83.114975,Madison Heights,Oakland,MI,80.6,,42,30.06,10,5.8,
A-1745400,2,34.0406,-118.16288,Los Angeles,Los Angeles,CA,63,,78,29.95,10,,
A-2975168,2,35.027627,-85.159422,Chattanooga,Hamilton,TN,32,32,75,29.55,10,3,0
A-2624448,2,35.877079,-78.597206,Raleigh,Wake,NC,90,,38,29.93,10,5.8,
A-3830742,2,35.790364,-119.268044,Earlimart,Tulare,CA,48,45,54,29.61,9,7,0
A-4119289,2,29.80177,-95.33963,Houston,Harris,TX,60.8,,68,30.11,10,13.8,
A-3634932,2,45.87688,-119.33283,Hermiston,Umatilla,OR,53,53,59,29.22,10,17,0
A-3483001,1,27.95558,-82.49075,Tampa,Hillsborough,FL,84,84,53,29.99,10,9,0
A-2914853,3,32.66235,-97.2459,Fort Worth,Tarrant,TX,80.6,,45,29.97,10,9.2,
A-1750592,3,30.346359,-91.029358,Baton Rouge,East Baton Rouge,LA,64.9,,100,30.01,0.8,4.6,
A-823520,2,33.919197,-84.194992,Norcross,Gwinnett,GA,40,40,73,29.44,10,0,0
A-3209585,2,36.860665,-76.349798,Portsmouth,Portsmouth,VA,,,,,,,
A-3683817,2,44.94833,-92.98585,Saint Paul,Ramsey,MN,27,17,85,29.28,1,12,0
A-1390423,2,33.200378,-87.575447,Tuscaloosa,Tuscaloosa,AL,81,81,42,29.84,10,6,0
A-1195913,2,26.13521,-80.137672,Fort Lauderdale,Broward,FL,88,88,67,29.87,10,18,0
A-343724,3,34.017162,-118.175362,Los Angeles,Los Angeles,CA,55,,89,30.02,6,,
A-2951919,2,37.83536,-122.295414,Emeryville,Alameda,CA,68,,63,29.95,10,16.1,
A-2849595,2,33.73382,-117.83398,Tustin,Orange,CA,75.9,,64,29.83,10,8.1,
A-906829,3,38.652576,-77.281349,Woodbridge,Prince William,VA,23,15,50,30.42,10,7,0
A-696375,2,34.781631,-82.473129,Piedmont,Anderson,SC,84,84,70,29.07,10,6,0
A-2593641,3,41.285084,-96.052605,Omaha,Douglas,NE,51.8,,82,30.2,10,6.9,
A-2502651,2,30.225994,-97.769371,Austin,Travis,TX,73.9,,48,29.84,10,,
A-3513086,2,38.17034,-85.79751,Louisville,Jefferson,KY,87,87,55,29.33,10,14,0
A-2785929,2,35.20242,-80.727071,Charlotte,Mecklenburg,NC,64,,46,30.35,10,11.5,
A-1970504,2,34.931313,-82.000977,Spartanburg,Spartanburg,SC,77,,41,30.2,7,5.8,
A-1641788,3,44.968815,-93.252876,Minneapolis,Hennepin,MN,28.9,17.3,82,30.04,10,16.1,
A-2373919,2,34.980984,-81.220551,York,York,SC,44.1,42.5,49,30.34,10,3.5,
A-1209232,2,39.074612,-84.501678,Covington,Kenton,KY,89,89,50,29.58,10,9,0
A-1432779,3,35.159649,-78.71553,Godwin,Cumberland,NC,92,92,40,29.67,10,3,0
A-3733082,2,33.156715,-117.339076,Carlsbad,San Diego,CA,61,61,70,29.69,5,5,0
A-301434,2,32.670959,-96.94722,Dallas,Dallas,TX,95,,43,30.01,10,3.5,
A-4134806,2,38.297331,-85.547904,Louisville,Jefferson,KY,62.1,,60,30.33,10,4.6,
A-1914623,2,36.051479,-84.002022,Powell,Knox,TN,70,,100,29.93,0.8,6.9,0.06
A-12810,3,38.604038,-121.50666,Sacramento,Sacramento,CA,53.6,,58,30.43,10,13.8,
A-1395967,2,40.968529,-78.581223,Grampian,Clearfield,PA,58,58,100,28.42,6,0,0.06
A-3757138,2,38.167203,-122.202969,American Canyon,Napa,CA,49,43,93,29.95,8,15,0.01
A-3476923,1,32.33748,-111.0468,Tucson,Pima,AZ,103,103,5,27.08,10,7,0
A-1966009,2,29.386341,-98.508453,San Antonio,Bexar,TX,100.9,,23,29.93,10,8.1,
A-3910099,3,28.126093,-80.70583,Melbourne,Brevard,FL,73.9,,52,30.01,10,11.5,
A-3215451,2,28.3745,-82.657778,Hudson,Pasco,FL,43,43,93,30.15,10,0,0
A-2599211,2,34.923168,-81.988251,Spartanburg,Spartanburg,SC,69.8,,46,30.23,10,4.6,
A-1760156,3,30.20422,-81.755287,Jacksonville,Duval,FL,69.1,,96,30.06,4,16.1,
A-3288200,2,41.635361,-93.777097,Urbandale,Polk,IA,16,-5,77,28.74,1,33,0
A-3895640,2,42.03704,-88.30199,Elgin,Kane,IL,42.1,34.2,43,30.3,10,16.1,
A-3030776,2,37.334921,-79.859805,Roanoke,Botetourt,VA,46,41,56,28.75,10,10,0
A-3030592,2,38.661156,-121.380096,North Highlands,Sacramento,CA,59,59,51,29.86,10,0,
A-1380588,3,41.094135,-73.932571,Nyack,Rockland,NY,85,85,32,29.71,10,7,0
A-221363,3,40.061661,-82.99807,Columbus,Franklin,OH,86,,44,30.07,10,8.1,
A-1203487,3,47.191181,-122.461945,Tacoma,Pierce,WA,58,58,100,29.61,10,8,0
A-2439339,3,35.027096,-82.035301,Inman,Spartanburg,SC,55.4,,72,30.09,10,6.9,
A-729836,2,37.885376,-122.516609,Southeast Marin,Marin,CA,,,,,,,
A-2822891,2,40.249709,-75.346585,Harleysville,Montgomery,PA,48,,86,29.71,10,8.1,
A-3503594,2,36.977908,-121.910367,Aptos,Santa Cruz,CA,64,64,65,29.9,10,12,0
A-3759232,2,45.06696,-93.44785,Osseo,Hennepin,MN,18,7,84,28.85,10,9,0
A-1873462,2,35.843178,-78.841545,Morrisville,Wake,NC,81,,88,30.11,10,,0.03
A-3298663,2,28.052848,-81.837104,Auburndale,Polk,FL,70,70,76,29.91,10,0,0
A-2692158,3,36.759136,-76.274635,Chesapeake,Chesapeake,VA,86.4,,56,29.93,7,4.6,
A-3049686,2,26.666935,-81.819279,Fort Myers,Lee,FL,78,78,90,29.91,10,5,0
A-3236851,2,37.674972,-122.108146,Hayward,Alameda,CA,52,52,38,30.08,10,0,0
A-3157004,2,34.226775,-118.380477,Sun Valley,Los Angeles,CA,69,69,40,29.22,10,0,0
A-449852,2,40.057091,-75.129005,Elkins Park,Montgomery,PA,63,,90,30.03,3,4.6,0.01
A-1762245,3,38.882492,-77.012894,Washington,District of Columbia,DC,33.1,23.4,85,30.45,0.5,13.8,0.04
A-795125,2,36.17403,-86.590393,Hermitage,Davidson,TN,67,67,81,29.47,10,0,0
A-3536171,2,35.22861,-80.84682,Charlotte,Mecklenburg,NC,87,87,53,29.21,10,8,0
A-2966878,2,35.859637,-78.601227,Raleigh,Wake,NC,58,58,93,29.11,10,13,0.01
A-2203431,2,36.075466,-95.824348,Tulsa,Tulsa,OK,62.1,,34,30.09,10,10.4,
A-3976867,2,30.43369,-81.67463,Jacksonville,Duval,FL,87.1,,49,30.08,10,10.4,
A-3175775,2,37.237933,-79.18603,Rustburg,Campbell,VA,46,46,,29.38,10,0,0
A-1590502,2,38.363834,-121.965309,Vacaville,Solano,CA,57.2,,100,29.43,2.5,8.1,
A-656574,2,33.458241,-80.730179,Orangeburg,Orangeburg,SC,68,68,96,29.97,10,5,0
A-2929793,3,32.43971,-83.75581,Perry,Houston,GA,75.2,,73,30.08,10,6.9,
A-87092,2,34.013542,-117.79512,Diamond Bar,Los Angeles,CA,71.6,,69,29.88,10,11.5,
A-1282388,3,35.846767,-78.522766,Raleigh,Wake,NC,91,91,55,29.54,10,7,0
A-3292456,2,45.515488,-122.693263,Portland,Multnomah,OR,57,57,83,30.31,10,7,0
A-3411585,2,29.785111,-95.559153,Houston,Harris,TX,71,71,87,29.74,9,16,0
A-379972,2,39.16275,-76.667198,Glen Burnie,Anne Arundel,MD,60.1,,93,29.76,10,11.5,
A-3377381,2,33.912874,-118.145867,Downey,Los Angeles,CA,54,54,83,30.06,6,0,0
A-3346625,2,35.246732,-80.752449,Charlotte,Mecklenburg,NC,59,59,82,29.54,10,0,0
A-3595918,2,40.72765,-112.167,Magna,Salt Lake,UT,51,51,54,25.59,10,12,0
A-2867784,2,37.37429,-121.95112,Santa Clara,Santa Clara,CA,59,,58,30.16,10,6.9,
A-34997,2,37.776653,-122.412163,San Francisco,San Francisco,CA,71.1,,42,30.02,10,15,
A-4092660,3,33.13282,-117.10537,Escondido,San Diego,CA,60.1,,100,29.68,3,10.4,0.22
A-2748658,2,39.05296,-94.4971,Kansas City,Jackson,MO,87.1,,48,30,10,6.9,
A-1489357,2,34.793732,-82.394302,Greenville,Greenville,SC,61,61,63,28.93,10,0,0
A-1102267,3,39.197071,-76.76606,Elkridge,Howard,MD,49,49,69,30.03,10,3,0
A-1129255,3,28.034218,-82.454735,Tampa,Hillsborough,FL,61,61,82,29.92,10,7,0
A-3528128,3,40.82009,-73.89026,Bronx,Bronx,NY,86,86,51,29.72,10,3,0
A-2484812,2,34.909817,-81.885231,Spartanburg,Spartanburg,SC,44.6,43.1,93,30.32,10,3.5,
A-2152507,2,32.206917,-110.881035,Tucson,Pima,AZ,81.7,,13,29.93,10,,
A-554467,2,40.731312,-73.749428,Queens Village,Queens,NY,47,43,74,30.37,10,9,0
A-1759365,3,38.141891,-85.58326,Louisville,Jefferson,KY,33.1,24.9,70,30.28,10,10.4,0.01
A-4119708,3,39.37357,-76.51789,Parkville,Baltimore County,MD,55.4,,77,30.07,10,,
A-3784929,2,34.125233,-118.228344,Los Angeles,Los Angeles,CA,50,50,46,29.9,10,3,0
A-964521,2,40.22403,-75.29451,Lansdale,Montgomery,PA,23,15,58,30.19,10,7,0
A-4139041,3,29.77004,-95.35177,Houston,Harris,TX,60.8,,55,29.97,10,5.8,
A-3569374,2,34.165328,-118.492362,Encino,Los Angeles,CA,56,56,64,29.17,10,0,0
A-3562,2,38.246796,-122.627808,Petaluma,Sonoma,CA,75.2,,50,30.05,10,10.4,
A-2757980,4,35.324982,-85.134744,Soddy Daisy,Hamilton,TN,63,,72,30.35,10,8.1,
A-3234180,2,30.416403,-91.069908,Baton Rouge,East Baton Rouge,LA,36,30,62,30.12,10,8,0
A-4161950,2,41.4929,-94.32264,Stuart,Adair,IA,61.9,,94,30.07,10,3.5,
A-1562103,3,26.709406,-80.139732,West Palm Beach,Palm Beach,FL,68,,96,30.23,3,12.7,0.13
A-1211302,2,42.991718,-83.67675,Flint,Genesee,MI,63,63,87,29.35,10,6,0
A-2591507,2,33.485916,-112.186234,Phoenix,Maricopa,AZ,105.8,,20,29.81,10,,
A-626729,2,33.93845,-117.87706,Brea,Orange,CA,94,94,20,29.81,10,0,0
A-3913328,2,38.958157,-77.192121,Mc Lean,Fairfax County,VA,34,28,89,30.19,6,6.9,0.05
A-3562568,2,43.06193,-70.79846,Portsmouth,Rockingham,NH,76,76,64,29.88,10,9,0
A-3414913,2,32.673471,-117.082687,National City,San Diego,CA,,,,29.99,10,,0
A-99010,3,32.694366,-117.131996,San Diego,San Diego,CA,63,,63,30.05,10,5.8,
A-571142,3,33.982029,-84.341774,Atlanta,Fulton,GA,54,54,100,28.96,7,0,0
A-2645898,2,41.422199,-81.843018,Cleveland,Cuyahoga,OH,51.1,,77,30.12,10,9.2,
A-2904914,4,39.21689,-76.65684,Linthicum Heights,Anne Arundel,MD,73.9,,64,30.03,10,5.8,
A-2818681,2,33.48113,-111.72884,Mesa,Maricopa,AZ,,,,29.91,40,4.6,
A-1390955,3,34.007484,-117.550171,Mira Loma,Riverside,CA,58,58,75,29.04,10,0,0
A-2572340,2,34.053143,-118.002251,La Puente,Los Angeles,CA,66.2,,35,29.95,10,,
A-3411048,2,38.910443,-122.646193,Lower Lake,Lake,CA,58,58,60,30.03,10,3,0
A-1316257,2,28.568399,-81.27787,Orlando,Orange,FL,76,76,94,29.85,10,7,0
A-4005741,4,42.74288,-73.69744,Watervliet,Albany,NY,69.1,,78,30.14,10,,0
A-2918043,3,26.06534,-80.2155,Fort Lauderdale,Broward,FL,75,,82,29.89,10,5.8,
A-1085015,3,40.138557,-75.170807,Fort Washington,Montgomery,PA,47,47,97,29.81,10,0,0
A-1241203,3,40.987644,-73.669991,Rye,Westchester,NY,70,70,97,29.35,10,3,0
A-999607,2,40.160061,-75.076668,Huntingdon Valley,Montgomery,PA,37,32,76,29.62,10,6,0
A-3034125,2,26.974505,-82.131023,Port Charlotte,Charlotte,FL,75,75,96,30.04,10,3,0
A-2517292,2,35.081024,-81.628006,Gaffney,Cherokee,SC,41.2,39.2,72,30.29,10,3.5,
A-2814978,2,35.03552,-106.93189,Bosque Farms,Bernalillo,NM,37.9,34.4,65,29.96,10,4.6,
A-2894491,2,33.93984,-117.97403,La Habra,Orange,CA,69.1,,45,29.98,10,3.5,
A-228929,2,40.107944,-75.163574,Glenside,Montgomery,PA,41,36.4,65,29.96,10,6.9,
A-3550127,2,38.384764,-121.937997,Vacaville,Solano,CA,73,73,37,29.86,10,15,0
A-1553164,3,42.487038,-83.476227,Novi,Oakland,MI,10,,92,30.29,7,,
A-1380290,2,37.89883,-122.504677,Mill Valley,Marin,CA,59,59,82,29.97,10,12,0
A-1878039,3,30.220793,-81.571335,Jacksonville,Duval,FL,87.1,,65,29.92,10,13.8,
A-3114041,2,33.492766,-84.220028,Stockbridge,Henry,GA,65,65,40,29.19,10,12,0
A-3384859,2,46.512782,-114.090058,Stevensville,Ravalli,MT,18,18,92,26.72,10,0,0
A-417932,3,42.281677,-85.155983,Battle Creek,Calhoun,MI,39,30.6,89,29.62,9,15,0.03
A-2229056,3,34.276756,-118.453049,San Fernando,Los Angeles,CA,53.6,,77,30.09,10,5.8,
A-3293307,2,38.694973,-121.360262,Sacramento,Sacramento,CA,46,44,100,30.1,10,5,
A-2276382,3,34.024868,-117.550476,Mira Loma,Riverside,CA,73.9,,10,29.99,10,8.1,
A-2749877,2,38.77107,-90.276591,Saint Louis,St. Louis County,MO,32,,79,30.27,10,,
A-3284269,2,35.998388,-83.960663,Knoxville,Knox,TN,73,73,44,28.98,10,5,0
A-3838034,2,37.564951,-121.901751,Sunol,Alameda,CA,61,61,64,29.72,6,0,0
A-1587047,2,41.861149,-87.977966,Villa Park,DuPage,IL,21.9,14.5,85,29.97,10,5.8,
A-52376,2,34.043648,-117.800934,Pomona,Los Angeles,CA,95,,30,29.86,10,11.5,
A-3049574,2,27.575865,-81.620661,Zolfo Springs,Hardee,FL,66,66,83,30.17,10,10,0
A-1950910,2,39.840378,-86.036568,Indianapolis,Marion,IN,68,,100,30.03,10,4.6,
A-2944226,2,40.33872,-104.98033,Berthoud,Weld,CO,75,,43,29.94,10,,
A-2116995,2,30.40806,-91.101921,Baton Rouge,East Baton Rouge,LA,86,,35,30.06,10,3.5,
A-2687768,3,41.227844,-93.781563,New Virginia,Warren,IA,67.3,,86,29.85,10,9.2,
A-1594472,3,30.33572,-81.761497,Jacksonville,Duval,FL,66.9,,90,29.95,10,3.5,
A-1477322,3,30.481867,-90.298943,Ponchatoula,Tangipahoa,LA,68,68,88,29.87,10,13,0
A-810150,2,44.324921,-94.441963,New Ulm,Nicollet,MN,72,72,46,29.01,10,15,0
A-2740543,2,32.92887,-96.82132,Dallas,Dallas,TX,84.2,,30,30.05,13,10.4,
A-896435,2,37.709328,-122.467316,San Francisco,San Francisco,CA,54,54,62,30.27,10,6,0
A-3114347,2,38.602282,-121.276596,Rancho Cordova,Sacramento,CA,55,55,63,30.2,10,0,
A-3820566,2,33.80426,-118.20754,Long Beach,Los Angeles,CA,78,78,39,29.68,10,8,0
A-1969900,3,39.148895,-77.216576,Gaithersburg,Montgomery,MD,84,,37,30.28,10,5.8,
A-869321,3,37.743961,-122.405602,San Francisco,San Francisco,CA,62,62,60,30.14,10,0,0
A-2409335,2,36.146873,-86.808578,Nashville,Davidson,TN,66.9,,40,30.06,10,21.9,
A-1831707,2,30.190203,-97.709473,Austin,Travis,TX,57,,81,30.31,10,10.4,
A-4059399,2,34.1363,-117.3658,Rialto,San Bernardino,CA,89.6,,16,29.94,10,17.3,
A-1946798,2,41.234077,-96.171898,Omaha,Douglas,NE,88.9,,54,29.95,10,9.2,
A-3511202,2,34.340144,-118.519513,Newhall,Los Angeles,CA,72,72,48,28.98,10,10,0
A-1615075,2,37.964718,-122.324936,San Pablo,Contra Costa,CA,55.9,,75,29.77,5,25.3,0.08
A-2982473,2,42.978351,-83.765647,Flint,Genesee,MI,70,70,30,29.33,10,8,0
A-339196,2,38.663925,-121.272102,Fair Oaks,Sacramento,CA,37.4,32.1,93,30.09,10,6.9,
A-1463678,2,42.01199,-87.788696,Niles,Cook,IL,38,29,86,29.24,7,16,0.02
A-1377078,2,26.685869,-81.795517,Fort Myers,Lee,FL,77,77,82,30.05,10,3,0
A-1117120,3,42.366711,-83.057549,Detroit,Wayne,MI,21,10,63,29.6,10,10,0
A-1950760,2,40.74313,-74.157959,Harrison,Hudson,NJ,82,,60,29.92,10,11.5,
A-500374,2,33.429962,-82.006218,Augusta,Richmond,GA,88,,65,30.04,10,3.5,
A-967536,2,40.17194,-110.337219,Duchesne,Duchesne,UT,49,46,44,24.14,10,7,0
A-1045272,3,29.773027,-95.326141,Houston,Harris,TX,67,67,73,30,10,9,0
A-3636510,2,43.3241,-70.60754,Wells,York,ME,55,55,94,29.22,4,10,0.08
A-49263,2,33.875862,-118.16423,Long Beach,Los Angeles,CA,75,,60,29.87,10,11.5,
A-3533476,2,45.1087,-93.30116,Minneapolis,Hennepin,MN,71,71,42,29.18,10,6,0
A-4236741,2,42.58894,-121.87994,Chiloquin,Klamath,OR,62,62,58,25.79,10,0,0
A-857232,3,41.283634,-72.949867,West Haven,New Haven,CT,60,60,93,29.51,1,37,0.01
A-216593,3,40.987705,-73.676758,Rye,Westchester,NY,80.1,,71,29.87,10,9.2,
A-2429017,2,41.53883,-73.771034,Hopewell Junction,Dutchess,NY,24.1,16,46,29.64,10,6.9,
A-269319,2,30.258383,-97.750099,Austin,Travis,TX,69.1,,61,30.08,10,10.4,
A-4064531,2,34.02991,-117.71158,Chino,San Bernardino,CA,80.1,,7,29.98,10,4.6,
A-938439,3,32.970573,-117.249451,San Diego,San Diego,CA,49,49,80,29.57,10,0,0
A-4188072,2,41.83358,-88.02568,Downers Grove,DuPage,IL,63,63,84,29.19,10,8,0
A-1537737,2,34.86824,-82.465401,Greenville,Greenville,SC,62.1,,28,29.91,10,11.5,
A-918360,3,32.325565,-90.161057,Jackson,Hinds,MS,51,51,89,29.66,3,5,0
A-2451921,2,45.583088,-122.56282,Portland,Multnomah,OR,34,,92,30.29,8,,
A-1465132,3,38.421329,-77.421875,Stafford,Stafford,VA,55,55,61,29.97,10,12,0
A-404767,2,34.173649,-118.553482,Tarzana,Los Angeles,CA,54,,57,30.04,10,,
A-3700251,2,34.154858,-118.310865,Los Angeles,Los Angeles,CA,61,61,62,29.95,10,0,0
A-3093941,2,33.432411,-112.593986,Buckeye,Maricopa,AZ,68,68,37,28.81,10,5,0
A-3423638,2,29.95176,-90.098232,New Orleans,Orleans,LA,38,38,100,30.18,7,0,0
A-2943311,2,34.06774,-117.83548,Covina,Los Angeles,CA,86,,29,30.01,,6.9,
A-1111816,2,30.174271,-97.791023,Austin,Travis,TX,45,39,90,29.77,7,14,0.04
A-3405182,2,39.21661,-76.6566,Linthicum Heights,Anne Arundel,MD,48,43,44,29.85,10,12,0
A-1510061,2,35.250992,-80.948051,Charlotte,Mecklenburg,NC,37,31.6,34,30.38,10,6.9,
